geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
LIBO_InvPla_61	38.114516	38.114516	-86.99738	-86.99738
LIBO_InvPla_29	38.11914	38.11914	-86.996393	-86.996393
LIBO_InvPla_37	38.11763	38.11763	-86.993752	-86.993752
LIBO_InvPla_43	38.115291	38.115291	-87.001134	-87.001134
LIBO_InvPla_7	38.124117	38.124117	-86.995246	-86.995246
LIBO_InvPla_5	38.124131	38.124131	-86.997546	-86.997546
LIBO_InvPla_68	38.113577	38.113577	-86.997373	-86.997373
LIBO_InvPla_16	38.122495	38.122495	-86.996272	-86.996272
LIBO_InvPla_76	38.112528	38.112528	-86.995212	-86.995212
LIBO_InvPla_2	38.125156	38.125156	-86.996671	-86.996671
LIBO_InvPla_8	38.124117	38.124117	-86.994295	-86.994295
LIBO_InvPla_12	38.123306	38.123306	-86.995246	-86.995246
LIBO_InvPla_13	38.123306	38.123306	-86.994297	-86.994297
LIBO_InvPla_27	38.120064	38.120064	-86.994293	-86.994293
LIBO_InvPla_74	38.112763	38.112763	-86.99737	-86.99737
LIBO_InvPla_3	38.125027	38.125027	-86.995441	-86.995441
LIBO_InvPla_54	38.11537	38.11537	-86.997342	-86.997342
LIBO_InvPla_32	38.118441	38.118441	-86.995246	-86.995246
LIBO_InvPla_57	38.11437	38.11437	-87.001297	-87.001297
LIBO_InvPla_47	38.115828	38.115828	-86.996436	-86.996436
PERI_InvPla_41	36.464534	36.464534	-94.034233	-94.034233
PERI_InvPla_43	36.469006	36.469006	-94.028688	-94.028688
PERI_InvPla_51	36.456858	36.456858	-94.037288	-94.037288
PERI_InvPla_44	36.438883	36.438883	-94.058168	-94.058168
PERI_InvPla_45	36.441395	36.441395	-94.056016	-94.056016
PERI_InvPla_26	36.459325	36.459325	-94.04679	-94.04679
PERI_InvPla_42	36.46711	36.46711	-94.031111	-94.031111
PIPE_InvPla_4	44.018775	44.018775	-96.322691	-96.322691
TAPR_InvPla_224	38.427945	38.427945	-96.551008	-96.551008
TAPR_InvPla_204	38.437391	38.437391	-96.55326	-96.55326
TAPR_InvPla_255	38.402362	38.402362	-96.551239	-96.551239
TAPR_InvPla_242	38.414959	38.414959	-96.551446	-96.551446
TAPR_InvPla_40	38.492351	38.492351	-96.571723	-96.571723
TAPR_InvPla_267	38.414613	38.414613	-96.534941	-96.534941
TAPR_InvPla_150	38.458128	38.458128	-96.558529	-96.558529
TAPR_InvPla_9	38.489748	38.489748	-96.590888	-96.590888
TAPR_InvPla_122	38.427762	38.427762	-96.590407	-96.590407
TAPR_InvPla_139	38.425686	38.425686	-96.586664	-96.586664
TAPR_InvPla_86	38.457547	38.457547	-96.580518	-96.580518
TAPR_InvPla_201	38.429156	38.429156	-96.561133	-96.561133
TAPR_InvPla_240	38.409072	38.409072	-96.556726	-96.556726
TAPR_InvPla_72	38.459623	38.459623	-96.584262	-96.584262
TAPR_InvPla_222	38.422057	38.422057	-96.556289	-96.556289
TAPR_InvPla_140	38.42863	38.42863	-96.584024	-96.584024
TAPR_InvPla_221	38.419114	38.419114	-96.558929	-96.558929
TAPR_InvPla_171	38.418589	38.418589	-96.581818	-96.581818
TAPR_InvPla_220	38.41617	38.41617	-96.56157	-96.56157
TAPR_InvPla_188	38.428289	38.428289	-96.567516	-96.567516
TAPR_InvPla_211	38.424135	38.424135	-96.560031	-96.560031
TAPR_InvPla_207	38.412359	38.412359	-96.570591	-96.570591
TAPR_InvPla_243	38.417903	38.417903	-96.548806	-96.548806
TAPR_InvPla_155	38.420665	38.420665	-96.58556	-96.58556
TAPR_InvPla_156	38.423609	38.423609	-96.582921	-96.582921
TAPR_InvPla_157	38.426554	38.426554	-96.580281	-96.580281
TAPR_InvPla_212	38.427078	38.427078	-96.557391	-96.557391
TAPR_InvPla_208	38.415303	38.415303	-96.567951	-96.567951
TAPR_InvPla_206	38.409415	38.409415	-96.57323	-96.57323
TAPR_InvPla_216	38.437723	38.437723	-96.546905	-96.546905
TAPR_InvPla_5	38.494729	38.494729	-96.591986	-96.591986
TAPR_InvPla_239	38.406984	38.406984	-96.559227	-96.559227
TAPR_InvPla_287	38.407047	38.407047	-96.519889	-96.519889
TAPR_InvPla_24	38.482651	38.482651	-96.586037	-96.586037
TAPR_InvPla_44	38.463776	38.463776	-96.591752	-96.591752
TAPR_InvPla_49	38.478498	38.478498	-96.578546	-96.578546
TAPR_InvPla_41	38.495079	38.495079	-96.56914	-96.56914
TAPR_InvPla_28	38.494422	38.494422	-96.575469	-96.575469
TAPR_InvPla_213	38.430022	38.430022	-96.55475	-96.55475
TAPR_InvPla_280	38.419077	38.419077	-96.519517	-96.519517
TAPR_InvPla_281	38.406728	38.406728	-96.526353	-96.526353
TAPR_InvPla_241	38.412015	38.412015	-96.554086	-96.554086
TAPR_InvPla_274	38.418401	38.418401	-96.525914	-96.525914
TAPR_InvPla_22	38.476762	38.476762	-96.59132	-96.59132
TAPR_InvPla_230	38.411149	38.411149	-96.560468	-96.560468
TAPR_InvPla_35	38.47763	38.47763	-96.584933	-96.584933
TAPR_InvPla_295	38.41305	38.41305	-96.508314	-96.508314
TAPR_InvPla_99	38.452526	38.452526	-96.579414	-96.579414
TAPR_InvPla_226	38.433832	38.433832	-96.545725	-96.545725
TAPR_InvPla_227	38.436632	38.436632	-96.543065	-96.543065
TAPR_InvPla_27	38.491483	38.491483	-96.578111	-96.578111
TAPR_InvPla_23	38.479706	38.479706	-96.588679	-96.588679
TAPR_InvPla_288	38.409244	38.409244	-96.517338	-96.517338
TAPR_InvPla_231	38.414093	38.414093	-96.557828	-96.557828
TAPR_InvPla_29	38.496242	38.496242	-96.573045	-96.573045
TAPR_InvPla_232	38.417036	38.417036	-96.555188	-96.555188
TAPR_InvPla_25	38.485595	38.485595	-96.583395	-96.583395
TAPR_InvPla_294	38.410108	38.410108	-96.510956	-96.510956
TAPR_InvPla_37	38.483518	38.483518	-96.57965	-96.57965
TAPR_InvPla_36	38.480574	38.480574	-96.582291	-96.582291
TAPR_InvPla_217	38.407627	38.407627	-96.569513	-96.569513
TAPR_InvPla_298	38.406592	38.406592	-96.509948	-96.509948
TAPR_InvPla_252	38.415825	38.415825	-96.545064	-96.545064
TAPR_InvPla_301	38.413963	38.413963	-96.50324	-96.50324
TAPR_InvPla_251	38.412882	38.412882	-96.547705	-96.547705
TAPR_InvPla_237	38.431754	38.431754	-96.541991	-96.541991
TAPR_InvPla_50	38.481442	38.481442	-96.575904	-96.575904
TAPR_InvPla_160	38.435386	38.435386	-96.572361	-96.572361
TAPR_InvPla_81	38.442824	38.442824	-96.593719	-96.593719
TAPR_InvPla_15	38.484727	38.484727	-96.589783	-96.589783
TAPR_InvPla_80	38.439894	38.439894	-96.595938	-96.595938
TAPR_InvPla_78	38.47727	38.47727	-96.568713	-96.568713
TAPR_InvPla_158	38.429498	38.429498	-96.577641	-96.577641
TAPR_InvPla_76	38.4714	38.4714	-96.573697	-96.573697
TAPR_InvPla_159	38.432442	38.432442	-96.575001	-96.575001
TAPR_InvPla_165	38.450088	38.450088	-96.559369	-96.559369
TAPR_InvPla_16	38.487671	38.487671	-96.587141	-96.587141
TAPR_InvPla_145	38.443351	38.443351	-96.570823	-96.570823
TAPR_InvPla_74	38.465512	38.465512	-96.57898	-96.57898
TAPR_InvPla_161	38.438331	38.438331	-96.569721	-96.569721
TAPR_InvPla_162	38.441275	38.441275	-96.56708	-96.56708
TAPR_InvPla_163	38.444219	38.444219	-96.564439	-96.564439
TAPR_InvPla_73	38.462567	38.462567	-96.581621	-96.581621
TAPR_InvPla_205	38.407206	38.407206	-96.575773	-96.575773
TAPR_InvPla_75	38.468456	38.468456	-96.576339	-96.576339
TAPR_InvPla_131	38.45426	38.45426	-96.566644	-96.566644
TAPR_InvPla_100	38.45547	38.45547	-96.576773	-96.576773
TAPR_InvPla_102	38.461358	38.461358	-96.571491	-96.571491
TAPR_InvPla_110	38.441616	38.441616	-96.583591	-96.583591
TAPR_InvPla_114	38.453393	38.453393	-96.573029	-96.573029
TAPR_InvPla_115	38.456337	38.456337	-96.570388	-96.570388
TAPR_InvPla_117	38.462107	38.462107	-96.565088	-96.565088
TAPR_InvPla_95	38.440748	38.440748	-96.589975	-96.589975
TAPR_InvPla_118	38.463488	38.463488	-96.562286	-96.562286
TAPR_InvPla_119	38.418891	38.418891	-96.59688	-96.59688
TAPR_InvPla_90	38.469323	38.469323	-96.569952	-96.569952
TAPR_InvPla_120	38.421887	38.421887	-96.595528	-96.595528
TAPR_InvPla_142	38.434519	38.434519	-96.578745	-96.578745
TAPR_InvPla_82	38.445769	38.445769	-96.591079	-96.591079
TAPR_InvPla_144	38.440407	38.440407	-96.573464	-96.573464
TAPR_InvPla_143	38.437463	38.437463	-96.576104	-96.576104
TAPR_InvPla_83	38.448713	38.448713	-96.588439	-96.588439
TAPR_InvPla_121	38.424817	38.424817	-96.593046	-96.593046
TAPR_InvPla_126	38.43954	38.43954	-96.579848	-96.579848
TAPR_InvPla_138	38.422741	38.422741	-96.589303	-96.589303
TAPR_InvPla_136	38.416853	38.416853	-96.594579	-96.594579
TAPR_InvPla_134	38.462616	38.462616	-96.559613	-96.559613
TAPR_InvPla_6	38.496299	38.496299	-96.58928	-96.58928
TAPR_InvPla_191	38.43712	38.43712	-96.559594	-96.559594
TAPR_InvPla_66	38.485328	38.485328	-96.567844	-96.567844
TAPR_InvPla_193	38.406905	38.406905	-96.582233	-96.582233
TAPR_InvPla_64	38.479365	38.479365	-96.572159	-96.572159
TAPR_InvPla_62	38.473477	38.473477	-96.577442	-96.577442
TAPR_InvPla_195	38.411491	38.411491	-96.576972	-96.576972
TAPR_InvPla_60	38.467588	38.467588	-96.582725	-96.582725
TAPR_InvPla_190	38.434177	38.434177	-96.562235	-96.562235
TAPR_InvPla_194	38.408559	38.408559	-96.579614	-96.579614
TAPR_InvPla_202	38.432099	38.432099	-96.558492	-96.558492
TAPR_InvPla_57	38.458755	38.458755	-96.590648	-96.590648
TAPR_InvPla_261	38.419281	38.419281	-96.536022	-96.536022
TAPR_InvPla_53	38.490254	38.490254	-96.568399	-96.568399
TAPR_InvPla_258	38.410804	38.410804	-96.543964	-96.543964
TAPR_InvPla_51	38.484386	38.484386	-96.573262	-96.573262
TAPR_InvPla_197	38.41738	38.41738	-96.571693	-96.571693
TAPR_InvPla_177	38.436254	38.436254	-96.565978	-96.565978
TAPR_InvPla_17	38.490616	38.490616	-96.5845	-96.5845
TAPR_InvPla_71	38.456679	38.456679	-96.586903	-96.586903
TAPR_InvPla_19	38.495905	38.495905	-96.579269	-96.579269
TAPR_InvPla_166	38.453085	38.453085	-96.558077	-96.558077
TAPR_InvPla_70	38.453734	38.453734	-96.589543	-96.589543
TAPR_InvPla_170	38.415644	38.415644	-96.584457	-96.584457
TAPR_InvPla_174	38.427421	38.427421	-96.573899	-96.573899
TAPR_InvPla_69	38.45079	38.45079	-96.592184	-96.592184
TAPR_InvPla_18	38.49356	38.49356	-96.581857	-96.581857
TAPR_InvPla_181	38.407947	38.407947	-96.585975	-96.585975
TAPR_InvPla_187	38.425345	38.425345	-96.570156	-96.570156
TAPR_InvPla_178	38.439198	38.439198	-96.563337	-96.563337
TAPR_InvPla_68	38.447848	38.447848	-96.594803	-96.594803
TAPR_InvPla_248	38.404583	38.404583	-96.554419	-96.554419
TAPR_InvPla_234	38.422924	38.422924	-96.549907	-96.549907
TAPR_InvPla_223	38.425001	38.425001	-96.553648	-96.553648
TAPR_InvPla_289	38.412186	38.412186	-96.514696	-96.514696
TAPR_InvPla_199	38.423268	38.423268	-96.566414	-96.566414
TAPR_InvPla_200	38.426212	38.426212	-96.563773	-96.563773
TAPR_InvPla_192	38.439898	38.439898	-96.558035	-96.558035
TAPR_InvPla_59	38.464644	38.464644	-96.585366	-96.585366
TAPR_InvPla_186	38.422401	38.422401	-96.572796	-96.572796
TAPR_InvPla_254	38.421639	38.421639	-96.5404	-96.5404
TAPR_InvPla_265	38.408726	38.408726	-96.540223	-96.540223
TAPR_InvPla_21	38.473817	38.473817	-96.593961	-96.593961
TAPR_InvPla_283	38.411322	38.411322	-96.521078	-96.521078
TAPR_InvPla_228	38.406699	38.406699	-96.565804	-96.565804
TAPR_InvPla_290	38.415129	38.415129	-96.512054	-96.512054
TAPR_InvPla_229	38.408243	38.408243	-96.563115	-96.563115
TAPR_InvPla_209	38.418247	38.418247	-96.565311	-96.565311
TAPR_InvPla_47	38.472609	38.472609	-96.583829	-96.583829
TAPR_InvPla_45	38.46672	38.46672	-96.589111	-96.589111
TAPR_InvPla_218	38.410282	38.410282	-96.566849	-96.566849
TAPR_InvPla_32	38.468796	38.468796	-96.592856	-96.592856
TAPR_InvPla_297	38.418801	38.418801	-96.503772	-96.503772
TAPR_InvPla_153	38.414776	38.414776	-96.590838	-96.590838
TAPR_InvPla_112	38.447505	38.447505	-96.578311	-96.578311
TAPR_InvPla_11	38.495396	38.495396	-96.585574	-96.585574
TAPR_InvPla_108	38.435727	38.435727	-96.588871	-96.588871
TAPR_InvPla_104	38.467306	38.467306	-96.567539	-96.567539
TAPR_InvPla_259	38.413748	38.413748	-96.541323	-96.541323
TAPR_InvPla_8	38.486803	38.486803	-96.593529	-96.593529
TAPR_InvPla_79	38.480246	38.480246	-96.56748	-96.56748
TAPR_InvPla_125	38.436595	38.436595	-96.582488	-96.582488
TAPR_InvPla_103	38.464291	38.464291	-96.568959	-96.568959
TAPR_InvPla_124	38.433651	38.433651	-96.585128	-96.585128
TAPR_InvPla_12	38.475798	38.475798	-96.596513	-96.596513
TAPR_InvPla_147	38.44924	38.44924	-96.565542	-96.565542
TAPR_InvPla_149	38.455127	38.455127	-96.560275	-96.560275
TAPR_InvPla_185	38.419456	38.419456	-96.575436	-96.575436
TAPR_InvPla_13	38.478846	38.478846	-96.594991	-96.594991
TAPR_InvPla_14	38.481783	38.481783	-96.592425	-96.592425
TAPR_InvPla_167	38.408006	38.408006	-96.591563	-96.591563
TAPR_InvPla_89	38.466379	38.466379	-96.572594	-96.572594
TAPR_InvPla_179	38.442141	38.442141	-96.560696	-96.560696
TAPR_InvPla_180	38.445096	38.445096	-96.558714	-96.558714
TAPR_InvPla_97	38.446637	38.446637	-96.584695	-96.584695
TAPR_InvPla_135	38.413858	38.413858	-96.596412	-96.596412
TAPR_InvPla_7	38.483874	38.483874	-96.595755	-96.595755
TAPR_InvPla_235	38.425867	38.425867	-96.547266	-96.547266
TAPR_InvPla_270	38.40721	38.40721	-96.536464	-96.536464
TAPR_InvPla_272	38.412535	38.412535	-96.5312	-96.5312
TAPR_InvPla_210	38.421191	38.421191	-96.562671	-96.562671
TAPR_InvPla_292	38.419895	38.419895	-96.506882	-96.506882
TAPR_InvPla_296	38.415993	38.415993	-96.505677	-96.505677
TAPR_InvPla_276	38.407719	38.407719	-96.530119	-96.530119
TAPR_InvPla_4	38.491824	38.491824	-96.594617	-96.594617
TAPR_InvPla_269	38.419719	38.419719	-96.529748	-96.529748
TAPR_InvPla_48	38.475553	38.475553	-96.581187	-96.581187
TAPR_InvPla_198	38.420324	38.420324	-96.569054	-96.569054
TAPR_InvPla_175	38.430366	38.430366	-96.571259	-96.571259
TAPR_InvPla_91	38.47228	38.47228	-96.568052	-96.568052
TAPR_InvPla_176	38.43331	38.43331	-96.568618	-96.568618
TAPR_InvPla_271	38.409592	38.409592	-96.533841	-96.533841
TAPR_InvPla_172	38.421533	38.421533	-96.579178	-96.579178
TAPR_InvPla_113	38.450449	38.450449	-96.57567	-96.57567
TAPR_InvPla_291	38.418072	38.418072	-96.509412	-96.509412
TAPR_InvPla_56	38.45581	38.45581	-96.593288	-96.593288
TAPR_InvPla_152	38.411831	38.411831	-96.593477	-96.593477
TAPR_InvPla_43	38.460831	38.460831	-96.594393	-96.594393
TAPR_InvPla_88	38.463435	38.463435	-96.575235	-96.575235
TAPR_InvPla_33	38.471741	38.471741	-96.590216	-96.590216
TAPR_InvPla_130	38.451316	38.451316	-96.569285	-96.569285
TAPR_InvPla_128	38.445428	38.445428	-96.574567	-96.574567
TAPR_InvPla_38	38.486463	38.486463	-96.577008	-96.577008
TAPR_InvPla_260	38.416691	38.416691	-96.538682	-96.538682
TAPR_InvPla_146	38.446296	38.446296	-96.568183	-96.568183
TAPR_InvPla_109	38.438672	38.438672	-96.586232	-96.586232
TAPR_InvPla_236	38.428811	38.428811	-96.544625	-96.544625
TAPR_InvPla_107	38.432783	38.432783	-96.591511	-96.591511
TAPR_InvPla_84	38.451658	38.451658	-96.585799	-96.585799
TAPR_InvPla_34	38.474685	38.474685	-96.587574	-96.587574
TAPR_InvPla_154	38.41772	38.41772	-96.588199	-96.588199
TAPR_InvPla_85	38.454602	38.454602	-96.583158	-96.583158
TAPR_InvPla_123	38.430707	38.430707	-96.587768	-96.587768
TAPR_InvPla_300	38.410961	38.410961	-96.504679	-96.504679
TAPR_InvPla_116	38.459281	38.459281	-96.567747	-96.567747
TAPR_InvPla_31	38.465871	38.465871	-96.595333	-96.595333
TAPR_InvPla_133	38.460148	38.460148	-96.561361	-96.561361
TAPR_InvPla_132	38.457204	38.457204	-96.564003	-96.564003
TAPR_InvPla_182	38.410623	38.410623	-96.583354	-96.583354
TAPR_InvPla_273	38.415478	38.415478	-96.528559	-96.528559
TAPR_InvPla_61	38.470533	38.470533	-96.580084	-96.580084
TAPR_InvPla_2	38.495878	38.495878	-96.595479	-96.595479
TAPR_InvPla_58	38.461699	38.461699	-96.588007	-96.588007
TAPR_InvPla_52	38.48733	38.48733	-96.57062	-96.57062
TAPR_InvPla_77	38.474344	38.474344	-96.571055	-96.571055
TAPR_InvPla_168	38.409755	38.409755	-96.589735	-96.589735
TAPR_InvPla_169	38.4127	38.4127	-96.587096	-96.587096
TAPR_InvPla_39	38.489407	38.489407	-96.574365	-96.574365
TAPR_InvPla_244	38.420846	38.420846	-96.546165	-96.546165
TAPR_InvPla_277	38.410457	38.410457	-96.52746	-96.52746
TAPR_InvPla_3	38.488798	38.488798	-96.596297	-96.596297
WICR_InvPla_163	37.098184	37.098184	-93.399576	-93.399576
WICR_InvPla_147	37.095612	37.095612	-93.405664	-93.405664
WICR_InvPla_162	37.096903	37.096903	-93.400896	-93.400896
WICR_InvPla_173	37.094354	37.094354	-93.400883	-93.400883
WICR_InvPla_78	37.1058	37.1058	-93.408901	-93.408901
WICR_InvPla_161	37.095623	37.095623	-93.402481	-93.402481
WICR_InvPla_150	37.099453	37.099453	-93.40091	-93.40091
WICR_InvPla_65	37.108349	37.108349	-93.408915	-93.408915
WICR_InvPla_79	37.10708	37.10708	-93.407317	-93.407317
WICR_InvPla_189	37.084379	37.084379	-93.403776	-93.403776
WICR_InvPla_23	37.119175	37.119175	-93.410597	-93.410597
WICR_InvPla_122	37.104552	37.104552	-93.400937	-93.400937
WICR_InvPla_196	37.081808	37.081808	-93.400511	-93.400511
WICR_InvPla_190	37.085425	37.085425	-93.402427	-93.402427
WICR_InvPla_172	37.093074	37.093074	-93.402468	-93.402468
WICR_InvPla_81	37.10964	37.10964	-93.404147	-93.404147
WICR_InvPla_160	37.094343	37.094343	-93.404066	-93.404066
WICR_InvPla_171	37.091793	37.091793	-93.404052	-93.404052
WICR_InvPla_183	37.084439	37.084439	-93.407277	-93.407277
WICR_InvPla_148	37.096892	37.096892	-93.404079	-93.404079
WICR_InvPla_2	37.118491	37.118491	-93.421705	-93.421705
WICR_InvPla_83	37.112201	37.112201	-93.400977	-93.400977
WICR_InvPla_21	37.117256	37.117256	-93.413739	-93.413739
WICR_InvPla_193	37.083146	37.083146	-93.402076	-93.402076
WICR_InvPla_54	37.110899	37.110899	-93.408929	-93.408929
WICR_InvPla_45	37.113448	37.113448	-93.408943	-93.408943
WICR_InvPla_142	37.089211	37.089211	-93.413586	-93.413586
WICR_InvPla_109	37.107101	37.107101	-93.40095	-93.40095
WICR_InvPla_108	37.105821	37.105821	-93.402535	-93.402535
WICR_InvPla_9	37.119766	37.119766	-93.417114	-93.417114
WICR_InvPla_107	37.104541	37.104541	-93.40412	-93.40412
WICR_InvPla_113	37.09303	37.09303	-93.415198	-93.415198
WICR_InvPla_191	37.086705	37.086705	-93.400843	-93.400843
WICR_InvPla_125	37.108417	37.108417	-93.396746	-93.396746
WICR_InvPla_127	37.09048	37.09048	-93.415184	-93.415184
WICR_InvPla_53	37.109618	37.109618	-93.410514	-93.410514
WICR_InvPla_128	37.09176	37.09176	-93.4136	-93.4136
WICR_InvPla_44	37.112168	37.112168	-93.410527	-93.410527
WICR_InvPla_64	37.107069	37.107069	-93.4105	-93.4105
WICR_InvPla_88	37.099409	37.099409	-93.413642	-93.413642
WICR_InvPla_67	37.11091	37.11091	-93.405745	-93.405745
WICR_InvPla_20	37.115976	37.115976	-93.415324	-93.415324
WICR_InvPla_35	37.112157	37.112157	-93.413711	-93.413711
WICR_InvPla_80	37.10836	37.10836	-93.405732	-93.405732
WICR_InvPla_34	37.110877	37.110877	-93.415296	-93.415296
WICR_InvPla_195	37.085447	37.085447	-93.399672	-93.399672
WICR_InvPla_40	37.107234	37.107234	-93.416478	-93.416478
WICR_InvPla_76	37.103239	37.103239	-93.412071	-93.412071
WICR_InvPla_33	37.109596	37.109596	-93.41688	-93.41688
WICR_InvPla_38	37.115996	37.115996	-93.408956	-93.408956
WICR_InvPla_99	37.094262	37.094262	-93.416406	-93.416406
WICR_InvPla_194	37.084155	37.084155	-93.400829	-93.400829
WICR_InvPla_62	37.104508	37.104508	-93.413669	-93.413669
WICR_InvPla_29	37.115987	37.115987	-93.41214	-93.41214
WICR_InvPla_51	37.107058	37.107058	-93.413683	-93.413683
WICR_InvPla_155	37.087942	37.087942	-93.411988	-93.411988
WICR_InvPla_197	37.0829	37.0829	-93.399703	-93.399703
WICR_InvPla_52	37.108338	37.108338	-93.412098	-93.412098
WICR_InvPla_49	37.104476	37.104476	-93.416255	-93.416255
WICR_InvPla_121	37.103272	37.103272	-93.402522	-93.402522
WICR_InvPla_175	37.084283	37.084283	-93.410388	-93.410388
WICR_InvPla_181	37.091804	37.091804	-93.40087	-93.40087
WICR_InvPla_182	37.093089	37.093089	-93.399596	-93.399596
WICR_InvPla_18	37.113415	37.113415	-93.418493	-93.418493
WICR_InvPla_167	37.086672	37.086672	-93.41039	-93.41039
WICR_InvPla_174	37.095636	37.095636	-93.399579	-93.399579
WICR_InvPla_50	37.105778	37.105778	-93.415261	-93.415261
WICR_InvPla_75	37.101959	37.101959	-93.413655	-93.413655
WICR_InvPla_187	37.089255	37.089255	-93.400856	-93.400856
WICR_InvPla_25	37.110865	37.110865	-93.418479	-93.418479
WICR_InvPla_192	37.087993	37.087993	-93.399644	-93.399644
WICR_InvPla_114	37.09431	37.09431	-93.413614	-93.413614
WICR_InvPla_149	37.098173	37.098173	-93.402495	-93.402495
WICR_InvPla_87	37.098129	37.098129	-93.415226	-93.415226
WICR_InvPla_77	37.104519	37.104519	-93.410486	-93.410486
WICR_InvPla_112	37.091698	37.091698	-93.416445	-93.416445
WICR_InvPla_12	37.115964	37.115964	-93.418507	-93.418507
WICR_InvPla_32	37.108654	37.108654	-93.417986	-93.417986
WICR_InvPla_5	37.114845	37.114845	-93.422754	-93.422754
WICR_InvPla_188	37.090541	37.090541	-93.399619	-93.399619
WICR_InvPla_24	37.109981	37.109981	-93.419506	-93.419506
WICR_InvPla_100	37.095579	37.095579	-93.415212	-93.415212
WICR_InvPla_132	37.096882	37.096882	-93.407262	-93.407262
WICR_InvPla_101	37.09686	37.09686	-93.413628	-93.413628
