"ParkName","CalYr","PeriodDescriptor","DataReleaseID","Reading_No","PAR_CanopyInMicroMolePerMeterSquaredPerSecond","PAR_FullSunInMicroMolePerMeterSquaredPerSecond","type","basisOfRecord","ParkCode"
"Wilson's Creek National Battlefield",2015,"Spring","A_4a",1,135.3,1068.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_4b",1,23.05,1068.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_4c",1,212.7,1030.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_4f",1,62.5,1021.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_4e",1,189.1,1017.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_4d",1,73.99,1007.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_4g",1,610,980.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_4h",1,624.1,978.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_4i",1,245.3,988.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_5a",1,254.1,987.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_5b",1,31.43,976,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_5c",1,30.4,976,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_5f",1,50.69,921.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_5e",1,197.48,650.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_5d",1,959.2,973.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_5g",1,776.8,956.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_31e",1,435.3,1482.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_31f",1,86.9,1773,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_31c",1,482.8,1774.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_31b",1,1063.7,1809.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_31a",1,967.4,1854,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_37a",1,367.7,520.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_37b",1,346.7,641.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_37c",1,1153.2,1199.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_37f",1,97.96,325.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_37e",1,852.8,1749.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_37d",1,157.58,467.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_37g",1,1618.4,1802.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_37h",1,348,1080.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_37i",1,147.28,1403.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_38g",1,764.3,1855,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_38h",1,1346,1506.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_38i",1,1674,1737,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_38f",1,1611.8,1721.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_38e",1,1630.3,1767.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_38d",1,1289.1,1840.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_38a",1,341.6,895.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_38b",1,219.3,632.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_38c",1,131.99,1880,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_39a",1,1398.8,1567.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_39b",1,1881.1,1970.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_39c",1,449.2,495.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_39f",1,327.5,444.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_39e",1,999.6,1192.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_39d",1,1995.3,1893.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_39g",1,1850.8,1929.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_39h",1,1494.4,1523,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_39i",1,1760.7,1924.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_40g",1,1623.3,1720.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_40h",1,1209.3,1956.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_40i",1,185.16,1263.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_40f",1,274.1,579.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_40e",1,118.14,454.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_40d",1,143.78,365.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_40a",1,1653.3,1910.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_40b",1,215.1,1361.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_40c",1,556.7,990.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_41a",1,673.9,1962.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_41b",1,945.4,957.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_41c",1,732.1,1915.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_41f",1,875.6,1982.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_41e",1,317.2,448.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_41d",1,137.51,332.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_41g",1,289.7,1772.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_41h",1,877.7,1889.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_41i",1,276.6,1881.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_42g",1,1272,1870.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_42h",1,94.32,1876.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_42i",1,1584.1,1924.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_42f",1,874.7,1973.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_42e",1,111.14,2039,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_42d",1,1084.4,2061,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_42a",1,139.06,2076,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_42b",1,386.9,2066,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_42c",1,209.5,2031,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_48c",1,613.3,2065,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_48b",1,186.37,2102,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_48a",1,103.4,946.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_48d",1,237.8,1971.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_48e",1,425,2088,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_48f",1,575.5,1445,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_48g",1,153.38,1967.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_48h",1,845.1,1972.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_48i",1,138.54,1994,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_47c",1,1856.5,1963.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_47b",1,1811.9,1973.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_47a",1,718,1986.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_47d",1,46.9,1998,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_47e",1,1910,2018,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_47f",1,396.1,2050,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_47i",1,148.38,2099,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_47h",1,1887.2,2089,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_47g",1,136.8,2098,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_46i",1,97.42,1959.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_46h",1,1855.3,2052,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_46g",1,2075,2058,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_46d",1,2003,2098,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_46e",1,1874.3,2147,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_46f",1,50.04,500.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_46c",1,123.49,1410.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_46b",1,1976.5,2165,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_46a",1,1919.4,2113,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_45c",1,2027,2119,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_45b",1,1736.5,2181,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_45a",1,1374.6,1562.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_45d",1,2045,2123,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_45e",1,2052,2052,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_45f",1,1924.1,2018,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_45i",1,2014,2027,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_45h",1,1968.7,2019,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_45g",1,1966.1,1997.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_44i",1,2016,1994.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_44h",1,2010,2010,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_44g",1,1977.4,2037,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_44d",1,1809.7,1809.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_44e",1,1951.5,1890.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_44f",1,2164,2076,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_44c",1,556.7,577.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_44b",1,542.4,641.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_44a",1,886.9,1176.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_43c",1,1406.1,1432.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_43b",1,714.8,1414.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_43a",1,418.2,721.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_43d",1,1488.5,2060,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_43e",1,382.7,630.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_43f",1,458.8,2194,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_43i",1,308.7,556.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_43h",1,368.6,545.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_43g",1,853.5,1158.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_49a",1,268.7,506.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_49b",1,1595.1,2180,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_49c",1,369.1,715.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_49f",1,476.6,1563.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_49e",1,709.1,1385.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_49d",1,270.1,533,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_49g",1,1419.5,2207,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_49h",1,1909,2137,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_49i",1,532.5,1894.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_50g",1,1041.9,1757,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_50h",1,491,662.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_50i",1,329.4,463.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_50f",1,419.1,473.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_50e",1,411.1,997.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_50d",1,1659.2,2096,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_50a",1,1443,2176,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_50b",1,2148,2095,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_50c",1,2108,1912.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_51a",1,1408.9,1415.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_51b",1,1764.6,2097,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_51c",1,1089.5,1219.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_51f",1,2155,2181,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_51e",1,2091,2173,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_51d",1,1111.6,2172,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_51g",1,1329.1,2202,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_5h",1,693.2,930.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_5i",1,61.38,869.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_6a",1,113.96,220.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_6b",1,128.24,227.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_6c",1,129.97,235.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_6d",1,129.13,254.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_6e",1,57.84,249.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_6f",1,123.91,241.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_6g",1,125.87,260.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_6h",1,57.8,264.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_6i",1,94.52,268.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_12c",1,75.66,273.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_12b",1,49.25,280.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_12a",1,26.82,288.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_12d",1,94.32,290.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_12e",1,127.67,292.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_12f",1,49.15,297.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_12i",1,159.65,303.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_12h",1,154.47,314,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_12g",1,142.36,321.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_11i",1,150.75,326.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_11h",1,179.79,332.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_11g",1,99.91,347.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_11d",1,83.05,384.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_11e",1,192.36,354.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_11f",1,196.9,341.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_11c",1,162.91,341.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_11b",1,203.9,386.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_11a",1,60.1,376.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_10c",1,247.5,439.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_10b",1,318,594.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_10a",1,298.9,622,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_10d",1,297.2,535.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_10e",1,286.3,485.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_10f",1,53.83,552.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_10i",1,84.67,550.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_10h",1,290.8,546.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_10g",1,450.7,554.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_9i",1,325.9,532.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_9h",1,185.66,472,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_9g",1,301.3,423.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_9d",1,303.7,399.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_9e",1,149.3,391.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_9f",1,92.3,383,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_9c",1,243.4,375.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_9b",1,231.3,370.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_9a",1,316,368.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_8c",1,90.17,366.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_8b",1,147.79,365.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_8a",1,121.28,370.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_8d",1,140.85,373.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_8e",1,162.48,371.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_8f",1,132.59,369.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_8i",1,195.28,379.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_8h",1,184.03,383.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_8g",1,126,388.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_7i",1,126.14,392.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_7h",1,202,398.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_7g",1,253.9,403.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_7d",1,255.3,403.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_7e",1,226.2,410.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_7f",1,198.41,415.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_7c",1,231.4,423.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_7b",1,247.5,433.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_7a",1,264.5,440.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_13a",1,261.2,456.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_13b",1,216.1,479.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_13c",1,207.5,496.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_13f",1,214.4,505.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_13e",1,181.89,518.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_13d",1,299.5,528.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_13g",1,287.8,543.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_13h",1,196.88,548.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_13i",1,286.1,564.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_14g",1,334.8,592.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_14h",1,140.92,624.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_14i",1,350.6,644.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_14f",1,66.85,672.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_14e",1,241.1,679.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_14d",1,171.12,688.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_14a",1,212.3,704.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_14b",1,477.4,713.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_14c",1,503.4,714.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_15a",1,585.3,715.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_15b",1,453.7,732.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_15c",1,94.11,745.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_15f",1,260,769.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_15e",1,696.4,731.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_15d",1,509.8,670.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_15g",1,165.78,694.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_15h",1,651.4,716.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_15i",1,293.3,686.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_16g",1,542.2,711.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_16h",1,479.2,719.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_16i",1,331.4,762.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_16f",1,399.8,750.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_16e",1,497,788.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_16d",1,622.9,837.8,"Event","HumanObservation","WICR"
