"ParkName","CalYr","PeriodDescriptor","DataReleaseID","Reading_No","PAR_CanopyInMicroMolePerMeterSquaredPerSecond","PAR_FullSunInMicroMolePerMeterSquaredPerSecond","type","basisOfRecord","ParkCode"
"Wilson's Creek National Battlefield",2008,"Spring","A_54f",1,146.9,1898.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_54e",1,204.4,1876.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_54d",1,532.7,1865,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_54g",1,1792.9,1855.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_54h",1,119.91,1856.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_54i",1,122.8,1855.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_61a",1,1735.5,1855.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_61b",1,1413.6,1854.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_61c",1,1348.8,1852.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_61f",1,282,1849.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_61e",1,180.93,1846.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_61d",1,1960.9,1844.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_61g",1,1640.8,1843.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_61h",1,1872.9,1845.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_61i",1,51.01,1842.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_60a",1,1851,1831,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_60b",1,1140.9,1829.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_60c",1,1822.9,1826.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_60f",1,1929.9,1822.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_60e",1,508.5,1815.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_60d",1,77.69,1812.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_60g",1,1398.3,1810.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_60h",1,1743.8,1811.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_60i",1,1919.8,1810.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_59a",1,1664.9,1812.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_59b",1,830.9,1808.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_59c",1,793.8,1803.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_59f",1,1830.1,1797.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_59e",1,319.3,1811.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_59d",1,2013,1811.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_59g",1,1740.3,1808.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_59h",1,620.2,1808.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_59i",1,1818.7,1796.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_58a",1,1251.5,1698.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_58b",1,1939.3,1721,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_58c",1,1609.3,1452.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_58f",1,1600.9,1380.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_58e",1,1568.5,1618,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_58d",1,1729.7,1594.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_58g",1,1816.8,1603.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_58h",1,1514.5,1621.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_58i",1,670.4,1451,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_57a",1,1542,1544.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_57b",1,1361.7,1361.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_57c",1,1243.2,1382,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_57f",1,1358.9,1269.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_57e",1,1588.5,1453.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_57d",1,433.8,1445,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_57g",1,1052,1376.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_57h",1,1557.5,1434.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_57i",1,1727.1,1505.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_64a",1,1748,1585.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_64b",1,1691.7,1550.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_64c",1,1914.9,1620,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_64f",1,1838.9,1589.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_75b",1,290.4,1429.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_75c",1,604.6,1422.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_75f",1,250.2,1424.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_75e",1,278,1420.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_75d",1,276.3,1417.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_75g",1,277.7,1413.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_75h",1,130.2,1405.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_75i",1,97.5,1401.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_76a",1,297,1398.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_76b",1,97.2,1391.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_76c",1,53.41,1378.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_76f",1,250.7,1382,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_76e",1,203.4,1380.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_76d",1,105.5,1378,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_76g",1,717.8,1375.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_76h",1,759.8,1368.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_76i",1,643.6,1365,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_84a",1,974.1,1360,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_84b",1,66.59,1355.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_84c",1,111.1,1351.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_84f",1,367,1341.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_84e",1,75.76,1323.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_84d",1,195.6,1328,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_84g",1,43.59,1320.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_84h",1,236.2,1316.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_84i",1,222.1,1311.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_83a",1,281.8,1306.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_83b",1,76.75,1300.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_83c",1,338,1293.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_83f",1,662.2,1290.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_83e",1,732.5,1286,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_83d",1,114.54,1267.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_83g",1,123.9,1271.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_83h",1,47.09,1254.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_83i",1,78.72,1195.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_82a",1,410.8,1202.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_82b",1,898.3,1250.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_82c",1,57.4,1252.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_82f",1,90,1250,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_82e",1,84.9,1245.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_82d",1,173.1,1245,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_82g",1,716.3,1242.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_82h",1,79.96,1231,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_82i",1,1184.8,1228.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_81a",1,21.5,1212.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_81b",1,833,1221,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_81c",1,708.6,1215.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_81f",1,305,1211,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_81e",1,107.4,1191.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_81d",1,38.01,1104,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_81g",1,32.58,1004.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_81h",1,62.34,971.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_81i",1,1156.6,923.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_80a",1,43.3,930.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_80b",1,330.7,1018.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_80c",1,253.5,1079.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_80f",1,176.4,1094.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_80e",1,102.9,1078.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_80d",1,106.68,1047,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_80g",1,126.93,1042.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_80h",1,82,1018.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_80i",1,82.5,973.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_89a",1,402.6,934.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_89b",1,1152,932.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_89c",1,394.7,878.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_89f",1,372.4,947.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_89e",1,140,1008.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_89d",1,99.47,1059.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_89g",1,91.99,1089.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_89h",1,546.3,1094.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_89i",1,65.1,1103.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_90a",1,61.6,1034,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_90b",1,25.8,989.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_90c",1,143.33,953,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_90f",1,185.62,1060.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_90e",1,120.5,1066.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_90d",1,24.58,950,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_90g",1,100.95,851.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_90h",1,42.61,878.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_90i",1,87.81,890.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_91a",1,80.33,824.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_91b",1,66.95,801.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_91c",1,107.33,868.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_91f",1,84.4,1011.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_91e",1,421.2,1000.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_91d",1,844.3,1007.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_91g",1,336.9,969.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_91h",1,944,966.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_91i",1,805.8,975.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_92a",1,531,947.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_92b",1,981.4,942.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_92c",1,949,930,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_92f",1,175.53,928.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_92e",1,77.9,901.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_92d",1,1062.1,930.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_92g",1,52.98,924.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_92h",1,39,887.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_92i",1,131.39,854.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_64e",1,1474.6,1474.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_64d",1,1572.5,1401.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_64g",1,1811.9,1418.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_64h",1,1504.4,1263,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_64i",1,1497.4,1231,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_65a",1,136.74,1222.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_65b",1,1506.1,1155.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_65c",1,1412.4,1159,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_65f",1,1140.5,905.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_65e",1,1620.1,1325.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_65d",1,1538.5,1450.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_65g",1,1774.8,1632.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_65h",1,1696.8,1615.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_65i",1,136.69,1605.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_66a",1,230.6,1617.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_66b",1,1019.6,1562.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_66c",1,1676.5,1555.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_66f",1,124.04,1555,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_66e",1,1775,1569.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_66d",1,1652.3,1568.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_66g",1,1737.7,1533.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_66h",1,1271.9,1519.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_66i",1,1580,1563.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_67a",1,1181.3,1457.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_67b",1,893.1,1337.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_67c",1,1612.1,1311.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_67f",1,150.66,1189.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_67e",1,884,663.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_67d",1,754,734.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_67g",1,634,1628.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_67h",1,1558.4,1626,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_67i",1,1563.5,1618,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_68a",1,178.82,1613.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_68b",1,130.38,1607.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_68c",1,91.42,1602.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_68f",1,90.65,1598.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_68e",1,71.12,1592.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_68d",1,1172.1,1584.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_68g",1,169.55,1575.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_68h",1,433.4,1570.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_68i",1,75.18,1563.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_72a",1,264,1527.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_72b",1,310.1,1523,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_72c",1,578.1,1523.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_72f",1,554.9,1521.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_72e",1,561.5,1518,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_72d",1,661.7,1513.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_72g",1,1581.2,1509.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_72h",1,587.3,1505.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_72i",1,550.2,1502.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_73a",1,1295.8,1499.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_73b",1,103.95,1496.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_73c",1,351.4,1492,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_73f",1,515.7,1487.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_73e",1,60.9,1481.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_73d",1,484.7,1478.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_73g",1,1509.6,1469,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_73h",1,722,1471,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_73i",1,557.9,1467.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_74a",1,1437.3,1464.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_74b",1,1480.7,1462.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_74c",1,1558.4,1461,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_74f",1,59.81,1457.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_74e",1,91.28,1452.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_74d",1,76.27,1450.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_74g",1,1471.6,1445.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_74h",1,1297,1443.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_74i",1,24.6,1433.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2008,"Spring","A_75a",1,377,1393.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_1a",1,730.3,1339.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_1b",1,927,1299.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_1c",1,471.5,1241.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_1f",1,1146.4,1254.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_1e",1,471.2,1282.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_1d",1,219.1,1285.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_1g",1,1346.6,1257.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_1h",1,669.9,1255.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_1i",1,707.9,1253,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_2a",1,498.7,1243.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_2b",1,1054.5,1210.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_2c",1,295.8,1247.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_2f",1,466.1,1255,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_2e",1,846.5,1238.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_2d",1,621,1221.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_2g",1,532.1,1230.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_2h",1,691.3,1229.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_2i",1,215.9,1247.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_3a",1,501.3,1209,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_3b",1,109.8,1270.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_3c",1,636.1,1257.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_3f",1,43.7,1224.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_3e",1,972.1,1110.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_3d",1,428.7,1043.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_3g",1,410.7,1083.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_3h",1,1093.8,1070,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_3i",1,1123.8,1077.3,"Event","HumanObservation","WICR"
