ParkName,ParkCode,LocationID,PeriodID,EventID,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2006JAN03,OZARRMINVE2006JAN20,18,32.00,19.00,0.05,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2006JAN03,OZARRMINVE2006JAN20,19,33.00,2.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,2,1.00,28.00,-0.03,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,3,2.00,31.00,-0.01,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,4,3.00,34.00,0.03,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,5,4.00,52.00,0.44,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,6,5.00,42.00,1.01,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,7,6.00,32.00,0.95,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,8,7.00,26.00,1.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,9,8.00,12.00,0.18,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,10,9.00,8.00,0.23,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,11,10.00,4.00,0.16,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT08,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,12,11.00,2.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT13,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT13,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,2,1.00,18.00,0.40,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT13,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,3,2.00,20.00,0.51,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT13,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,4,3.00,20.00,0.58,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT13,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,5,4.00,20.00,0.55,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT13,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,6,5.00,20.00,0.45,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT13,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,7,6.00,23.00,0.61,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT13,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,8,7.00,28.00,0.82,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT13,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,9,8.00,22.00,0.34,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT13,OZARRMINVE2006NOV14,OZARRMINVE2006NOV15,10,9.00,22.00,0.03,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,2,2.00,26.00,0.10,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,3,4.00,40.00,0.06,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,4,6.00,48.00,0.28,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,5,8.00,64.00,0.44,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,6,10.00,66.00,0.37,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,7,12.00,74.00,0.55,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,8,14.00,84.00,0.47,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,9,16.00,92.00,0.57,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,10,18.00,102.00,0.57,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,11,20.00,112.00,0.49,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,12,22.00,116.00,0.51,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,13,24.00,96.00,0.54,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,14,26.00,98.00,0.38,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,15,28.00,80.00,0.24,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,16,30.00,46.00,0.08,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM06,OZARRMINVE2007Nov01,OZARRMINVE2007Nov01,17,32.00,14.00,0.02,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,2,3.00,72.00,0.01,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,3,6.00,70.00,0.02,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,4,9.00,60.00,0.01,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,5,12.00,22.00,0.02,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,6,15.00,15.00,0.08,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,7,18.00,46.00,0.11,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,8,21.00,44.00,0.22,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,9,24.00,40.00,0.22,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,10,27.00,42.00,0.43,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,11,30.00,51.00,0.42,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,12,33.00,52.00,0.52,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,13,36.00,56.00,0.55,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,14,39.00,54.00,0.69,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,15,42.00,45.00,0.80,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,16,45.00,40.00,0.84,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,17,48.00,30.00,0.85,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,18,51.00,52.00,0.92,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,19,52.50,53.00,0.65,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,2,0.25,6.00,-0.04,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,3,0.50,8.00,0.02,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,4,0.75,13.00,0.12,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,5,1.00,12.00,0.02,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,6,1.25,11.00,0.06,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,7,1.50,13.00,0.14,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,8,1.75,13.00,0.11,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,9,2.00,9.00,0.04,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,10,2.25,7.00,-0.03,
Ozark National Scenic Riverways,OZAR,OZARRMINVECT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov06,11,2.50,6.00,-0.03,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,2,1.50,20.00,0.36,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,3,3.00,38.00,0.36,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,4,4.50,52.00,0.45,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,5,6.00,58.00,0.33,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,6,7.50,62.00,0.46,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,7,9.00,72.00,0.44,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,8,10.50,80.00,0.48,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,9,12.00,86.00,0.51,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,10,13.50,88.00,0.50,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,11,15.00,90.00,0.44,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,12,16.50,78.00,0.46,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,13,18.00,60.00,0.42,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,14,19.50,52.00,0.30,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,15,21.00,39.00,0.26,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,16,22.50,38.00,0.21,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,17,24.00,22.00,0.01,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,18,25.50,8.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov07,19,27.00,2.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov08,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov08,2,0.50,2.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov08,3,1.00,7.00,-0.03,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov08,4,1.50,7.00,-0.03,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov08,5,2.00,13.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov08,6,2.50,20.00,0.01,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov08,7,3.00,30.00,0.05,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov08,8,3.50,24.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov08,9,4.00,16.00,-0.01,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJT02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov08,10,4.50,3.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,2,1.00,4.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,3,2.00,10.00,0.11,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,4,3.00,14.00,0.20,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,5,4.00,20.00,0.24,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,6,5.00,26.00,0.24,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,7,6.00,28.00,0.23,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,8,7.00,34.00,0.39,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,9,8.00,34.00,0.49,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,10,9.00,33.00,0.40,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,11,10.00,30.00,0.58,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,12,11.00,32.00,0.53,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,13,12.00,30.00,0.47,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,14,13.00,28.00,0.58,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,15,14.00,25.00,0.49,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,16,15.00,22.00,0.55,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,17,16.00,20.00,0.54,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov09,18,17.00,8.00,0.14,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,2,0.50,6.00,-0.01,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,3,1.00,12.00,0.05,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,4,1.50,20.00,0.14,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,5,2.00,26.00,0.21,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,6,2.50,24.00,0.25,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,7,3.00,24.00,0.30,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,8,3.50,27.00,0.37,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,9,4.00,29.00,0.40,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,10,4.50,32.00,0.53,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,11,5.00,34.00,0.38,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,12,5.50,37.00,0.64,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,13,6.00,40.00,0.68,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,14,6.50,40.00,0.65,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,15,7.00,42.00,0.70,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,16,7.50,40.00,0.53,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,17,8.00,41.00,0.09,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,18,8.50,36.00,0.01,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,19,9.00,37.00,0.01,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM01,OZARRMINVE2007Nov01,OZARRMINVE2007Nov13,20,9.50,28.00,-0.01,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,2,1.00,6.00,0.05,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,3,2.00,4.00,0.04,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,4,3.00,7.00,0.11,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,5,4.00,8.00,0.18,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,6,5.00,6.00,0.07,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,7,6.00,10.00,0.05,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,8,7.00,14.00,0.12,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,9,8.00,16.00,0.34,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,10,9.00,18.00,0.60,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,11,10.00,17.00,0.51,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,12,11.00,20.00,0.27,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,13,12.00,25.00,0.39,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,14,13.00,32.00,0.52,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,15,14.00,32.00,0.54,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,16,15.00,34.00,0.31,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,17,16.00,40.00,0.37,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,18,17.00,44.00,0.32,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,19,18.00,42.00,0.36,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,20,19.00,32.00,-0.05,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM02,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,21,20.00,6.00,-0.04,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,2,0.50,7.00,0.15,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,3,1.00,18.00,0.50,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,4,1.50,20.00,0.49,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,5,2.00,22.00,0.45,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,6,2.50,24.00,0.64,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,7,3.00,30.00,0.71,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,8,3.50,32.00,0.62,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,9,4.00,28.00,0.80,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,10,4.50,32.00,0.91,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,11,5.00,30.00,0.91,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,12,5.50,32.00,0.84,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,13,6.00,34.00,0.91,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,14,6.50,30.00,0.76,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,15,7.00,33.00,0.70,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,16,7.50,30.00,0.74,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,17,8.00,26.00,0.83,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,18,8.50,18.00,0.81,
Ozark National Scenic Riverways,OZAR,OZARRMINVEJM03,OZARRMINVE2007Nov01,OZARRMINVE2007Nov14,19,9.00,2.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2008Nov05,OZARRMINVE2008Nov06,1,0.00,0.00,0.00,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2008Nov05,OZARRMINVE2008Nov06,2,1.00,12.00,0.51,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2008Nov05,OZARRMINVE2008Nov06,3,2.00,12.00,0.52,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2008Nov05,OZARRMINVE2008Nov06,4,3.00,18.00,0.56,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2008Nov05,OZARRMINVE2008Nov06,5,4.00,22.00,0.58,
Ozark National Scenic Riverways,OZAR,OZARRMINVECM01,OZARRMINVE2008Nov05,OZARRMINVE2008Nov06,6,5.00,26.00,0.74,
