ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,SiteNumber,TransectNumber,SampleLocation,ChannelUnit,PoolForm,Width_Meters,Depth_Centimeters,Velocity_MetersPerSecond,Velocity_MetersPerSecond_flag,DominantWentworthSubstrate_Millimeters,WentworthMidpoint_Millimeters,EmbeddedCanopyCover,ECC_MidpointValue1_Percent,CanopyCover,ECC_MidpointValue2_Percent,Comment,dwcType,dwcBasisOfRecord
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2013May20,BUFFRMFish2013Jun19,main,1,3,Right,Run/Race,NA,54.5,36,0,A,0.062-0.125 ,0.09,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2013May20,BUFFRMFish2013Jun19,main,1,4,Middle,Pool,Mid-Channel Pool,37.5,156,0.12,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2013May20,BUFFRMFish2013Jun19,main,1,8,Left,Pool,Bluff Pool,33.5,128,0.23,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2013May20,BUFFRMFish2013Jun19,main,1,8,Middle,Pool,Bluff Pool,33.5,148,0.1,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2013May20,BUFFRMFish2013Jun19,main,1,9,Left,Pool,Bluff Pool,34,110,-0.1,R,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFrmfish2015May22,BUFFrmfish2015Jun30,main,1,6,Left,Pool,Lateral Pool,49.8,140,0.12,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2017May24,BUFFRMFISH2017Jun02,main,1,1,Right,Riffle,NA,33,52,1.57,A,11.3-16,13.65,Sparse (<10%),5,Sparse (<10%),5,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2017May24,BUFFRMFISH2017Jun02,main,1,6,Left,Pool,Bluff Pool,51,168,0.46,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2017May24,BUFFRMFISH2017Jun02,main,1,10,Left,Pool,Bluff Pool,50,138,0.4,A,16-22.6,19.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2019May22,BUFFRMFISH2019Jun14,main,1,9,Left,Run/Race,NA,51.5,110,0.17,A,512-1024,768,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2019May22,BUFFRMFISH2019Jun14,main,1,11,Left,Run/Race,NA,40.5,72,0.26,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2023May23,BUFFRMFISH2023May25,main,1,5,Left,Pool,Bluff Pool,61,138,0.21,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2023May23,BUFFRMFISH2023May25,main,1,7,Middle,Pool,Bluff Pool,41,200,0.32,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2023May23,BUFFRMFISH2023May25,main,1,8,Left,Pool,Bluff Pool,35,150,0.08,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM03,BUFFRMFISH2023May23,BUFFRMFISH2023May25,main,1,8,Middle,Pool,Bluff Pool,35,172,0.12,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN02,main,1,4,Left,Pool,Mid-Channel Pool,59,47,0.07,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN02,main,1,4,Right,Pool,Mid-Channel Pool,59,92,0.11,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN02,main,1,5,Right,Pool,Mid-Channel Pool,45,100,0.1,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN02,main,1,6,Middle,Glide,NA,61,54,0.15,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN02,main,1,6,Right,Glide,NA,61,79,0.07,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN02,main,1,7,Right,Glide,NA,60,57,0.11,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN02,main,1,8,Middle,Glide,NA,58,70,0.11,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN02,main,1,8,Right,Glide,NA,58,42,0.09,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN02,main,1,9,Left,Pool,Mid-Channel Pool,57,104,0.07,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN02,main,1,9,Right,Pool,Mid-Channel Pool,57,63,0,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN02,main,1,10,Left,Pool,Mid-Channel Pool,60,105,0.15,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN02,main,1,10,Right,Pool,Mid-Channel Pool,60,44,0,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,4,Left,Pool,Mid-Channel Pool,60,86,0.07,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,4,Middle,Pool,Mid-Channel Pool,60,106,0.09,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,4,Right,Pool,Mid-Channel Pool,60,146,0.07,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,5,Middle,Pool,Lateral Pool,56,52,0.15,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,5,Right,Pool,Lateral Pool,56,102,0.18,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,6,Left,Pool,Lateral Pool,59,70,0.11,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,6,Right,Pool,Lateral Pool,59,100,0.14,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,8,Left,Pool-Glide Complex,NA,50,12,0.05,A,180-256,218,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,8,Middle,Pool-Glide Complex,NA,50,68,0.2,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,8,Right,Pool-Glide Complex,NA,50,104,0.18,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,9,Middle,Pool-Glide Complex,NA,57,80,0.23,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,10,Left,Pool-Glide Complex,NA,54,112,0.25,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,10,Middle,Pool-Glide Complex,NA,54,88,0.05,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,10,Right,Pool-Glide Complex,NA,54,63,-0.05,R,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,11,Left,Pool,Lateral Pool,53,109,0.12,A,512-1024,768,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,11,Middle,Pool,Lateral Pool,53,98,0.11,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2007May21,BUFFRMFish2007May31,main,1,11,Right,Pool,Lateral Pool,53,62,-0.03,R,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2008May19,BUFFRMFish2008Jun04,main,1,4,Middle,Run/Race,NA,56,114,0.25,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2008May19,BUFFRMFish2008Jun04,main,1,5,Middle,Run/Race,NA,54,108,0.44,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2008May19,BUFFRMFish2008Jun04,main,1,5,Right,Run/Race,NA,54,142,0.36,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2008May19,BUFFRMFish2008Jun04,main,1,6,Middle,Run/Race,NA,62,123,0.21,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2008May19,BUFFRMFish2008Jun04,main,1,7,Middle,Run/Race,NA,57,94,0.43,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2008May19,BUFFRMFish2008Jun04,main,1,7,Right,Run/Race,NA,57,80,0.54,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2008May19,BUFFRMFish2008Jun04,main,1,8,Left,Run/Race,NA,56,122,0.28,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2008May19,BUFFRMFish2008Jun04,main,1,9,Right,Pool,Mid-Channel Pool,60,97,0.34,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2008May19,BUFFRMFish2008Jun04,main,1,10,Left,Pool,Lateral Pool,57,143,0.12,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2008May19,BUFFRMFish2008Jun04,main,1,10,Middle,Pool,Lateral Pool,57,128,0.62,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2008May19,BUFFRMFish2008Jun04,main,1,10,Right,Pool,Lateral Pool,57,86,0.02,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2008May19,BUFFRMFish2008Jun04,main,1,11,Left,Pool,Lateral Pool,62,130,0.00999999977648258,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2008May19,BUFFRMFish2008Jun04,main,1,11,Right,Pool,Lateral Pool,62,92,0.62,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2009May19,BUFFRMFish2009Jun08,main,1,4,Middle,Glide,NA,48,116,0.18,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2009May19,BUFFRMFish2009Jun08,main,1,4,Right,Glide,NA,48,66,0.00999999977648258,A,1-2,1.5,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2009May19,BUFFRMFish2009Jun08,main,1,5,Left,Glide,NA,58,62,0.07,A,22.6-32,27.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2009May19,BUFFRMFish2009Jun08,main,1,6,Middle,Glide,NA,56,106,0.25,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2009May19,BUFFRMFish2009Jun08,main,1,7,Middle,Glide,NA,55,78,0.36,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2009May19,BUFFRMFish2009Jun08,main,1,8,Left,Riffle-Run Complex,NA,60,78,0.17,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2009May19,BUFFRMFish2009Jun08,main,1,9,Left,Glide,NA,59,62,0.11,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2009May19,BUFFRMFish2009Jun08,main,1,9,Middle,Glide,NA,59,100,0.31,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2009May19,BUFFRMFish2009Jun08,main,1,9,Right,Glide,NA,59,24,0.18,A,5.7-8,6.85,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2009May19,BUFFRMFish2009Jun08,main,1,10,Left,Glide,NA,54,60,0.03,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2009May19,BUFFRMFish2009Jun08,main,1,10,Middle,Glide,NA,54,133,0.43,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2009May19,BUFFRMFish2009Jun08,main,1,11,Middle,Glide,NA,63,110,0.33,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2009May19,BUFFRMFish2009Jun08,main,1,11,Right,Glide,NA,63,67,0,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2010May17,BUFFRMFish2010Jun03,main,1,5,Middle,Run/Race,NA,52,102,0.27,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2013May20,BUFFRMFish2013Jun17,main,1,4,Left,Run/Race,NA,51,62,0.1,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2013May20,BUFFRMFish2013Jun17,main,1,5,Right,Run/Race,NA,52,102,0.21,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2013May20,BUFFRMFish2013Jun17,main,1,6,Middle,Run/Race,NA,59.5,64,0.2,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2013May20,BUFFRMFish2013Jun17,main,1,6,Right,Run/Race,NA,59.5,90,0.2,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2013May20,BUFFRMFish2013Jun17,main,1,7,Left,Run/Race,NA,61,60,0.12,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2013May20,BUFFRMFish2013Jun17,main,1,7,Right,Run/Race,NA,61,68,0.25,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2013May20,BUFFRMFish2013Jun17,main,1,8,Left,Run/Race,NA,55.5,82,0.12,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2013May20,BUFFRMFish2013Jun17,main,1,8,Middle,Run/Race,NA,55.5,68,0.23,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2013May20,BUFFRMFish2013Jun17,main,1,9,Left,Run/Race,NA,52.5,109,0.2,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2013May20,BUFFRMFish2013Jun17,main,1,9,Middle,Run/Race,NA,52.5,100,0.2,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2013May20,BUFFRMFish2013Jun17,main,1,10,Left,Run/Race,NA,60,120,0.15,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2013May20,BUFFRMFish2013Jun17,main,1,10,Middle,Run/Race,NA,60,90,0.12,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2013May20,BUFFRMFish2013Jun17,main,1,10,Right,Run/Race,NA,60,52,0.01,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFrmfish2015May22,BUFFrmfish2015Jul01,main,1,4,Left,Run/Race,NA,42,80,0.27,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFrmfish2015May22,BUFFrmfish2015Jul01,main,1,4,Middle,Run/Race,NA,42,98,0.5,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFrmfish2015May22,BUFFrmfish2015Jul01,main,1,6,Left,Run/Race,NA,50,90,0.44,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFrmfish2015May22,BUFFrmfish2015Jul01,main,1,7,Left,Run/Race,NA,55,80,0.25,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFrmfish2015May22,BUFFrmfish2015Jul01,main,1,8,Left,Run/Race,NA,50,80,0.17,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFrmfish2015May22,BUFFrmfish2015Jul01,main,1,8,Middle,Run/Race,NA,50,90,0.55,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFrmfish2015May22,BUFFrmfish2015Jul01,main,1,8,Right,Run/Race,NA,50,64,0.31,A,22.6-32,27.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFrmfish2015May22,BUFFrmfish2015Jul01,main,1,9,Left,Run/Race,NA,49,94,0.46,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFrmfish2015May22,BUFFrmfish2015Jul01,main,1,9,Middle,Run/Race,NA,49,124,0.46,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFrmfish2015May22,BUFFrmfish2015Jul01,main,1,10,Left,Run/Race,NA,56,128,0.1,A,>4096,10000,Absent (0%),0,Absent (0%),0,transect ended at 534m,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFrmfish2015May22,BUFFrmfish2015Jul01,main,1,10,Middle,Run/Race,NA,56,134,0.4,A,>4096,10000,Absent (0%),0,Absent (0%),0,transect ended at 534m,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFrmfish2015May22,BUFFrmfish2015Jul01,main,1,10,Right,Run/Race,NA,56,80,0.00999999977648258,A,>4096,10000,Absent (0%),0,Absent (0%),0,transect ended at 534m,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFrmfish2015May22,BUFFrmfish2015Jul01,main,1,11,Right,Run/Race,NA,60,58,-999,A,>4096,10000,Absent (0%),0,Absent (0%),0,transect ended at 534m,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2017May24,BUFFRMFISH2017Jun15,main,1,4,Middle,Run/Race,NA,62,88,0.34,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2017May24,BUFFRMFISH2017Jun15,main,1,6,Left,Run/Race,NA,60,68,0.18,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2017May24,BUFFRMFISH2017Jun15,main,1,7,Left,Run/Race,NA,55.5,74,0.18,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2017May24,BUFFRMFISH2017Jun15,main,1,7,Right,Run/Race,NA,55.5,66,0.44,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2017May24,BUFFRMFISH2017Jun15,main,1,8,Left,Riffle-Run Complex,NA,56.5,84,0.23,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2017May24,BUFFRMFISH2017Jun15,main,1,8,Middle,Riffle-Run Complex,NA,56.5,82,0.44,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2017May24,BUFFRMFISH2017Jun15,main,1,9,Middle,Run/Race,NA,61,138,0.34,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2017May24,BUFFRMFISH2017Jun15,main,1,10,Right,Riffle-Run Complex,NA,56.5,138,0.11,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2017May24,BUFFRMFISH2017Jun15,main,1,11,Left,Riffle-Run Complex,NA,78,116,0.37,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2019May22,BUFFRMFISH2019Jun19,main,1,4,Left,Run/Race,NA,60,66,0.15,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2019May22,BUFFRMFISH2019Jun19,main,1,6,Left,Run/Race,NA,59,80,0.33,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2019May22,BUFFRMFISH2019Jun19,main,1,6,Middle,Run/Race,NA,59,78,0.6,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBM04,BUFFRMFISH2019May22,BUFFRMFISH2019Jun19,main,1,8,Middle,Run/Race,NA,46.5,114,0.6,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
