ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,SiteNumber,TransectNumber,SampleLocation,ChannelUnit,PoolForm,Width_Meters,Depth_Centimeters,Velocity_MetersPerSecond,Velocity_MetersPerSecond_flag,DominantWentworthSubstrate_Millimeters,WentworthMidpoint_Millimeters,EmbeddedCanopyCover,ECC_MidpointValue1_Percent,CanopyCover,ECC_MidpointValue2_Percent,Comment,dwcType,dwcBasisOfRecord
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,main,2,2,Middle,Run/Race,NA,5.1,52,0.25,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,main,3,2,Middle,Run/Race,NA,6.4,63,0.16,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,main,4,2,Middle,Run/Race,NA,6,34,0.2,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,main,5,2,Middle,Run/Race,NA,4.5,40,0.09,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,main,1,3,Middle,Run/Race,NA,6,52,0.29,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,main,2,3,Middle,Run/Race,NA,6.1,36,0.29,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,main,3,3,Middle,Run/Race,NA,7.2,65,0.27,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,main,4,3,Middle,Run/Race,NA,5.2,28,0.08,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,main,5,3,Middle,Run/Race,NA,4.9,44,0.35,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,1,1,Middle,Run/Race,NA,3.2,40,0.05,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,2,1,Middle,Riffle,NA,2.5,14,0.22,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,3,1,Middle,Pool,NA,6,38,0.03,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,4,1,Middle,Pool,NA,3,18,0.08,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,5,1,Middle,Run/Race,NA,3.4,20,0.11,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,1,2,Middle,Run/Race,NA,2.1,30,0.08,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,2,2,Middle,Riffle,NA,3,16,0.21,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,3,2,Middle,Pool,NA,6.1,60,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,4,2,Middle,Pool,NA,3.5,28,0.03,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,5,2,Middle,Run/Race,NA,3.4,26,0.07,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,1,3,Middle,Run/Race,NA,1.6,20,0.04,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,2,3,Middle,Riffle,NA,3.3,16,0.13,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,3,3,Middle,Pool,NA,5,28,0.03,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,4,3,Middle,Pool,NA,5.3,36,0.03,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,main,5,3,Middle,Run/Race,NA,3.8,20,0.14,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,1,1,Middle,Pool,NA,5.1,16,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,2,1,Middle,Pool,NA,5.2,28,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,3,1,Middle,Run/Race,NA,2.8,20,0.08,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,4,1,Middle,Pool,NA,3.9,16,0.05,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,5,1,Middle,Riffle,NA,3.7,7,0.06,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,1,2,Middle,Pool,NA,4.4,33,0,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,2,2,Middle,Pool,NA,6.4,46,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,3,2,Middle,Run/Race,NA,3.7,12,0.07,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,4,2,Middle,Pool,NA,4.7,21,0.02,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,5,2,Middle,Riffle,NA,3.2,10,0.13,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,1,3,Middle,Pool,NA,5.2,31,0.02,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,2,3,Middle,Pool,NA,5.3,22,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,3,3,Middle,Run/Race,NA,2.9,11,0.24,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,4,3,Middle,Pool,NA,3.9,17,0.03,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,main,5,3,Middle,Riffle,NA,3.3,10,0.01,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,1,1,Middle,Pool,NA,4.6,37,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,2,1,Middle,Pool,NA,2.3,15,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,3,1,Middle,Pool,NA,5,63,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,4,1,Middle,Pool,NA,7.5,35,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,5,1,Middle,Pool,NA,3.8,45,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,1,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,2,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,3,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,4,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,5,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,1,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,2,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,3,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,4,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,main,5,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,1,1,Middle,Pool,NA,2.8,25,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,2,1,Middle,Pool,NA,4.7,35,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,3,1,Middle,Pool,NA,1.8,20,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,4,1,Middle,Pool,NA,4.7,42,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,5,1,Middle,Pool,NA,4.2,70,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,1,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,2,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,3,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,4,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,5,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,1,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,2,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,3,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,4,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,main,5,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,1,1,Middle,Pool,NA,3.7,25,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,2,1,Middle,Pool,NA,4.6,20,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,3,1,Middle,Pool,NA,7,41,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,4,1,Middle,Pool,NA,6.8,48,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,5,1,Middle,Pool,NA,6.2,54,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,1,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,2,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,3,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,4,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,5,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,1,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,2,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,3,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,4,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,main,5,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,1,1,Middle,Pool,NA,3.1,26,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,2,1,Middle,Pool,NA,2.8,36,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,3,1,Middle,Pool,NA,4.6,57,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,4,1,Middle,Pool,NA,5.3,35,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,5,1,Middle,Pool,NA,5.3,61,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,1,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,2,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,3,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,4,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,5,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,1,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,2,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,3,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,4,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2004Sep16,PIPEShiner2004Sep16,main,5,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,1,1,Middle,Pool,NA,2.6,35,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,2,1,Middle,Pool,NA,4.3,50,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,3,1,Middle,Pool,NA,2.5,30,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,4,1,Middle,Pool,NA,5.8,30,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,5,1,Middle,Pool,NA,4.3,71,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,1,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,2,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,3,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,4,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,5,2,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,1,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,2,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,3,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,4,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2005Sep20,PIPEShiner2005Sep20,main,5,3,Middle,Pool,NA,-999,-999,-999,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2006Aug29,PIPEShiner2006Aug29,main,1,1,Middle,Riffle,NA,4.4,14,0.07,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2006Aug29,PIPEShiner2006Aug29,main,2,1,Middle,Run/Race,NA,5.61,16,0.16,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2006Aug29,PIPEShiner2006Aug29,main,3,1,Middle,Riffle-Run Complex,NA,2.4,13,0.32,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2006Aug29,PIPEShiner2006Aug29,main,4,1,Middle,Pool,NA,3.35,31,0.08,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2006Aug29,PIPEShiner2006Aug29,main,5,1,Middle,Pool,NA,5.2,19,0.06,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2006Aug29,PIPEShiner2006Aug29,main,1,2,Middle,Riffle,NA,3.62,16,0.1,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2006Aug29,PIPEShiner2006Aug29,main,2,2,Middle,Run/Race,NA,2.5,36,0.09,A,-999,-999,NA,-999,NA,-999,NA,Event,HumanObservation
