ParkName,ParkCode,LocationID,PeriodID,EventID,SiteNumber,Beginning_Ending,TimeSampled_hhmm_mil,WaterTemp_Celcius,AirTemp_Celcius,pH,SpecificConductance_MicrosiemensPerCentimeter,Conductivity_MicrosiemensPerCentimeter,DissolvedOxygen_MilligramsPerLiter,SecchiTube_Centimeters,dwcType,dwcBasisOfRecord
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFISH2012Sep24,OZARRMFish2012Oct18,1,ENDING,10:10:00,13.8,17,8.2,375.1,294.8,9.41,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFish2016Sep19,OZARRMFish2016Oct04,1,BEGINNING,14:10:00,19.4,25.3,8.33,287.1,256.5,10.25,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFish2016Sep19,OZARRMFish2016Oct04,1,ENDING,NA,20,26.2,8.42,286.5,259.4,10.01,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT07,OZARRMFISH2008Oct06,OZARRMFish2008Oct06,1,BEGINNING,11:15:00,14.2,23.5,7.54,289.3,229.7,8.22,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT07,OZARRMFISH2008Oct06,OZARRMFish2008Oct06,1,ENDING,13:20:00,14.4,22,7.7,329,265.5,7.93,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2006OCT02,OZARRMFISH2006OCT03,1,BEGINNING,10:00:00,18.4,23,7.28,380.2,280.7,5.29,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2006OCT02,OZARRMFISH2006OCT03,1,ENDING,14:00:00,20,29.5,7.35,360.6,261.4,6.3,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2014Sep22,OZARRMFish2014Sep22,1,BEGINNING,11:30:00,18.11,20,7.9,360,312,6.95,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2014Sep22,OZARRMFish2014Sep22,1,ENDING,14:32:00,19.25,20,8.02,351,312,7.8,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2018Sep18,OZARRMFISH2018Sep18,1,BEGINNING,10:43:00,23.2,24.44,6.83,341.2,329.5,6.36,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2018Sep18,OZARRMFISH2018Sep18,1,ENDING,12:37:00,24,26.66,7.28,338.5,332.1,7.37,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2022Aug29,OZARRMFISH2022Sep02,1,BEGINNING,08:58:00,22.6,-999,8.12,376.1,359.2,7.03,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2022Aug29,OZARRMFISH2022Sep02,1,ENDING,13:00:00,22.5,-999,8.15,376.3,360.3,7.14,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT09,OZARRMFISH2008Oct06,OZARRMFish2008Oct15,1,BEGINNING,10:20:00,16.1,21,7.68,386.1,320.4,7.45,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT09,OZARRMFISH2008Oct06,OZARRMFish2008Oct15,1,ENDING,11:50:00,16.9,25,7.8,324.8,275.5,7.59,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT11,OZARRMFISH2007Oct01,OZARRMFish2007Oct05,1,BEGINNING,09:50:00,19.7,25,7.48,417.1,302.8,5.34,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT11,OZARRMFISH2007Oct01,OZARRMFish2007Oct05,1,ENDING,11:10:00,20.1,27,7.43,401.1,288.9,5.01,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT12,OZARRMFISH2010Oct05,OZARRMFish2010Oct05,1,BEGINNING,11:40:00,11,21,7.48,353.4,292,9.37,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT12,OZARRMFISH2010Oct05,OZARRMFish2010Oct05,1,ENDING,13:00:00,-999,26,-999,-999,-999,-999,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT13,OZARRMFISH2006OCT02,OZARRMFISH2006OCT02,1,BEGINNING,11:00:00,16.9,26,7.52,351.7,265.3,8.48,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT13,OZARRMFISH2006OCT02,OZARRMFISH2006OCT02,1,ENDING,13:00:00,18.2,28,7.65,361.5,268.1,8.53,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2012Sep24,OZARRMFish2012Sep25,1,BEGINNING,08:28:00,15.9,13,8.13,354.9,292.9,8.5,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2012Sep24,OZARRMFish2012Sep25,1,ENDING,10:57:00,16.5,23,8.18,353.6,296.4,8.76,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2014Sep22,OZARRMFish2014Sep25,1,BEGINNING,08:10:00,17.4,14,8.4,335.7,285.6,8.7,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2014Sep22,OZARRMFish2014Sep25,1,ENDING,12:55:00,19.6,-999,8.27,251.6,225.9,9.83,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFish2016Sep19,OZARRMFish2016Sep20,1,ENDING,10:57:00,21.3,24,7.95,340.4,316.6,9.08,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2018Sep18,OZARRMFISH2018Sep21,1,BEGINNING,09:02:00,22.1,22.22,7.47,324.8,306.8,8.17,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2018Sep18,OZARRMFISH2018Sep21,1,ENDING,11:14:00,22.4,24.44,7.59,322.1,306.3,8.93,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2022Aug29,OZARRMFISH2022Sep08,1,BEGINNING,08:50:00,20.2,-999,8.21,352.1,319.6,8.24,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2022Aug29,OZARRMFISH2022Sep08,1,ENDING,15:00:00,23.3,-999,8.31,348.5,337.4,8.91,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT15,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,1,BEGINNING,10:44:00,16.2,18,8,375.3,312.2,7.73,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT15,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,1,ENDING,12:07:00,16.8,22,7.93,371.6,313.5,7.48,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT15,OZARRMFish2016Sep19,OZARRMFish2016Sep19,1,BEGINNING,10:59:00,20.2,27,7.78,270.6,246.1,7.95,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT15,OZARRMFish2016Sep19,OZARRMFish2016Sep19,1,ENDING,11:40:00,20.6,-999,7.84,271.6,248.7,8.25,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2014Sep22,OZARRMFish2014Oct07,1,BEGINNING,14:40:00,20.7,25,8.42,257.8,236.3,8.79,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2014Sep22,OZARRMFish2014Oct07,1,ENDING,17:06:00,20.5,20,8.39,253.8,231.8,8.61,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2018Sep18,OZARRMFISH2018Oct03,1,BEGINNING,10:07:00,21.3,22.22,7.5,341.8,317.9,9.03,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2018Sep18,OZARRMFISH2018Oct03,1,ENDING,11:42:00,22.5,22.22,7.62,339.9,323.9,8.85,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2022Aug29,OZARRMFISH2022Sep22,1,BEGINNING,10:58:00,21.8,-999,8.13,308.2,289.3,7.53,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2022Aug29,OZARRMFISH2022Sep22,1,ENDING,12:39:00,21.9,-999,8.16,306.8,288.4,7.99,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT26,1,BEGINNING,10:00:00,11.1,2,8.11,268,-999,9.68,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT26,1,ENDING,14:40:00,13.5,11,7.9,292.9,-999,9.75,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT18,1,BEGINNING,11:30:00,11.9,13,7.42,284.5,232.1,8.2,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT18,1,ENDING,12:30:00,12,13,7.95,284.5,231.3,8.2,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct04,1,BEGINNING,09:55:00,21.3,21,7.2,369.9,262.9,7.26,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct04,1,ENDING,12:40:00,22.6,28,7.47,378.4,264.3,8.56,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct08,1,BEGINNING,10:00:00,17.8,15,8.08,354.5,305.8,7.1,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct08,1,ENDING,12:40:00,18.9,24,8.13,355,313,7.93,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct14,1,BEGINNING,09:24:00,11.9,9,8.2,300.7,234.1,10.24,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct14,1,ENDING,11:54:00,12,11.5,8.2,303.4,236.9,10.68,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2012Sep24,OZARRMFish2012Oct02,1,BEGINNING,09:48:00,16.5,13.5,9.14,366.6,307.2,6.12,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2012Sep24,OZARRMFish2012Oct02,1,ENDING,12:01:00,17.2,13.8,8.21,363.4,309.5,7.2,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2014Sep22,OZARRMFish2014Oct02,1,BEGINNING,09:35:00,21.2,23,8.36,339.7,314.8,8.69,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2014Sep22,OZARRMFish2014Oct02,1,ENDING,11:15:00,21.4,31,8.21,339,315.9,7.56,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFish2016Sep19,OZARRMFish2016Sep27,1,BEGINNING,10:47:00,19.3,21,8.18,364.2,324.8,8.26,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFish2016Sep19,OZARRMFish2016Sep27,1,ENDING,12:02:00,20.1,23,8.25,363.6,329.8,8.95,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2018Sep18,OZARRMFISH2018Sep25,1,BEGINNING,10:09:00,21.7,21.11,7.32,332.5,311.3,7.05,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2018Sep18,OZARRMFISH2018Sep25,1,ENDING,11:15:00,21.8,22.22,7.42,331.8,311.5,7.3,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2022Aug29,OZARRMFISH2022Aug31,1,BEGINNING,11:04:00,24.1,-999,8.11,364.6,357.9,5.34,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2022Aug29,OZARRMFISH2022Aug31,1,ENDING,11:40:00,-999,-999,-999,-999,-999,-999,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2005OCT20,OZARRMFISH2005OCT28,1,BEGINNING,08:50:00,11,-5,8.13,267.4,-999,9.3,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2005OCT20,OZARRMFISH2005OCT28,1,ENDING,13:15:00,12.4,16,8.03,279.1,-999,10.19,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,1,BEGINNING,15:40:00,12.2,14,7.87,282.2,231.1,9.82,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,1,ENDING,18:00:00,12.3,14,8.1,282.6,228.7,10.29,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct02,1,BEGINNING,09:40:00,20.6,20,7.62,354.1,254.2,7.06,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct02,1,ENDING,13:00:00,21,24,7.64,360.1,254.3,7.37,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2008Oct06,OZARRMFish2008Oct10,1,BEGINNING,09:10:00,16.3,10,8,350.5,291.4,7.19,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2008Oct06,OZARRMFish2008Oct10,1,ENDING,12:12:00,17.5,25,8.14,349.2,298.6,8.25,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2009Oct05,OZARRMFish2009Oct14,1,BEGINNING,10:33:00,12,15.5,8.04,258.2,201.7,10.61,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2009Oct05,OZARRMFish2009Oct14,1,ENDING,14:20:00,12.1,13.5,8.1,284.7,222.8,10.78,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2012Sep24,OZARRMFish2012Oct01,1,BEGINNING,10:42:00,18.3,18,7.92,349.8,304.9,7.22,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2012Sep24,OZARRMFish2012Oct01,1,ENDING,14:19:00,18.8,23,8.18,349,308,8.85,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2014Sep22,OZARRMFish2014Oct03,1,BEGINNING,09:40:00,19.7,24,8.18,305.6,274.6,6.88,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2014Sep22,OZARRMFish2014Oct03,1,ENDING,11:50:00,19.8,27,8.14,306.8,276.3,7.62,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFish2016Sep19,OZARRMFish2016Sep27,1,BEGINNING,09:19:00,17.8,16.4,8.02,362.7,312.8,8.53,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFish2016Sep19,OZARRMFish2016Sep27,1,ENDING,12:15:00,18.2,22.5,8.12,361.7,315,9.84,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep28,1,BEGINNING,09:55:00,19.2,13.88,7.95,326.5,290.8,6.64,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep28,1,ENDING,12:26:00,20.6,-999,7.43,324.3,296.1,8.1,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,1,BEGINNING,10:06:00,22.6,-999,7.63,359.3,343.1,7.05,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,1,ENDING,12:28:00,24.1,-999,7.86,358.8,352.5,8.27,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2005OCT20,OZARRMFISH2005OCT27,1,BEGINNING,09:15:00,11.6,8,8.1,263.4,-999,9.75,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2005OCT20,OZARRMFISH2005OCT27,1,ENDING,12:44:00,14,11,8.15,373.2,-999,10.38,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,1,BEGINNING,09:30:00,20.1,18.5,6.82,339.4,246,6.51,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,1,ENDING,14:00:00,21.2,24,7.91,343.2,243.9,9.26,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,1,BEGINNING,10:00:00,21,18.5,7.6,345.9,246.4,7.48,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,1,ENDING,13:30:00,23.3,31,7.71,333.2,230.9,8.61,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,1,BEGINNING,10:25:00,18.6,19,7.82,334.9,293,6.77,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,1,ENDING,13:00:00,19,20,8.1,334.6,295.1,6.2,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct19,1,BEGINNING,09:40:00,12.7,18,7.87,291.5,231.9,9.15,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct19,1,ENDING,11:20:00,12.8,15.5,7.78,289,230.5,9.16,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2012Sep24,OZARRMFish2012Oct03,1,BEGINNING,09:01:00,17.7,16,8.09,337.4,290.7,8.2,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2012Sep24,OZARRMFish2012Oct03,1,ENDING,11:12:00,18.1,19,8.2,336.4,291.8,8.94,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2014Sep22,OZARRMFish2014Oct01,1,BEGINNING,10:58:00,9.2,25,8.6,311,276.4,9.2,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2014Sep22,OZARRMFish2014Oct01,1,ENDING,12:40:00,21.7,26,8.23,310.1,290.8,9.89,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFish2016Sep19,OZARRMFish2016Sep22,1,BEGINNING,09:18:00,21.5,21,8.09,338,315.1,8.05,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFish2016Sep19,OZARRMFish2016Sep22,1,ENDING,11:55:00,22.7,31,8.23,335.8,320.8,10.35,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2018Sep18,OZARRMFISH2018Sep20,1,BEGINNING,09:41:00,24.6,21.11,7.44,316.1,313.9,7.06,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2018Sep18,OZARRMFISH2018Sep20,1,ENDING,12:10:00,26.4,-999,7.27,311.6,320.2,8.6,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep07,1,BEGINNING,10:31:00,22.8,-999,8.15,342.2,327.8,8.97,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep07,1,ENDING,12:22:00,24.6,-999,8.05,341.9,339.1,9.77,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT06,1,BEGINNING,10:20:00,14.6,15.5,6.75,276.6,216.4,9.09,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT06,1,ENDING,12:20:00,15.3,18,7.17,281.8,218.2,8.85,120,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT02,OZARRMFISH2007Oct01,OZARRMFish2007Oct01,1,BEGINNING,11:25:00,19.9,26,8.01,389.8,282.8,7.01,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT02,OZARRMFISH2007Oct01,OZARRMFish2007Oct01,1,ENDING,13:30:00,20.8,28,7.67,397.6,284.2,6.39,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2009Oct05,OZARRMFish2009Oct13,1,BEGINNING,10:30:00,13,9,7.61,444.6,356.2,9.9,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2009Oct05,OZARRMFish2009Oct13,1,ENDING,12:30:00,12.9,9.5,8.07,442,353.4,10,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2012Sep24,OZARRMFish2012Oct02,1,BEGINNING,15:34:00,18,23.5,8.16,477.4,413.4,8.44,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2012Sep24,OZARRMFish2012Oct02,1,ENDING,17:30:00,17.8,19.5,8.1,476.1,410.4,8.38,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2014Sep22,OZARRMFish2014Oct02,1,BEGINNING,14:45:00,20.7,26.5,8.07,451.7,414.3,8.55,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2014Sep22,OZARRMFish2014Oct02,1,ENDING,16:15:00,20.7,24,8,470.8,431.7,8.17,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFish2016Sep19,OZARRMFish2016Sep21,1,BEGINNING,14:46:00,23.6,-999,8.14,526,511,9.18,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFish2016Sep19,OZARRMFish2016Sep21,1,ENDING,16:07:00,23.5,27,8.13,525,511,8.92,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2018Sep18,OZARRMFISH2018Oct02,1,BEGINNING,11:22:00,20.2,22.22,7.05,544,494.4,8.51,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2018Sep18,OZARRMFISH2018Oct02,1,ENDING,12:26:00,20.7,23.33,7.4,541.2,496.9,8.82,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep13,1,BEGINNING,12:14:00,19.3,-999,8,452.8,403.2,10.42,-999,Event,MachineObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep13,1,ENDING,13:36:00,20.01,-999,7.95,436.9,396.8,10.35,-999,Event,MachineObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2001Sep11,PIPEShiner2001Sep12,1,BEGINNING,08:45:00,15.1,16,-999,-999,-999,6.44,50,Event,MachineObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2001Sep11,PIPEShiner2001Sep12,2,BEGINNING,08:45:00,15,16,-999,-999,-999,6.23,56,Event,MachineObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2001Sep11,PIPEShiner2001Sep12,3,BEGINNING,08:45:00,14.89,16,-999,-999,-999,5.98,64,Event,MachineObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2001Sep11,PIPEShiner2001Sep12,4,BEGINNING,08:45:00,15,18,-999,-999,-999,5.65,64,Event,MachineObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2001Sep11,PIPEShiner2001Sep12,5,BEGINNING,08:45:00,14.89,19,-999,-999,-999,5.4,49,Event,MachineObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2002Sep17,PIPEShiner2002Sep17,1,BEGINNING,16:15:00,19.89,27,8.3,-999,638,14.69,65,Event,MachineObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2002Sep17,PIPEShiner2002Sep17,2,BEGINNING,16:15:00,19.7,27,8.39,-999,641,16.7,73,Event,MachineObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2002Sep17,PIPEShiner2002Sep17,3,BEGINNING,16:15:00,20,27,8.44,-999,639,17.13,73,Event,MachineObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2002Sep17,PIPEShiner2002Sep17,4,BEGINNING,16:15:00,20.2,26,8.43,-999,635,17.14,65,Event,MachineObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2002Sep17,PIPEShiner2002Sep17,5,BEGINNING,16:15:00,20.2,26,8.43,-999,634,17.1,72,Event,MachineObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2003Sep02,PIPEShiner2003Sep04,1,BEGINNING,17:04:00,20.7,27,8.31,695,638,12.77,61,Event,MachineObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2003Sep02,PIPEShiner2003Sep04,2,BEGINNING,17:04:00,20.79,29,8.27,688,634,13.55,80,Event,MachineObservation
