ParkName,ParkCode,LocationID,PeriodID,EventID,SiteNumber,Beginning_Ending,TimeSampled_hhmm_mil,WaterTemp_Celcius,AirTemp_Celcius,pH,SpecificConductance_MicrosiemensPerCentimeter,Conductivity_MicrosiemensPerCentimeter,DissolvedOxygen_MilligramsPerLiter,SecchiTube_Centimeters,dwcType,dwcBasisOfRecord
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,1,BEGINNING,09:10:00,20.1,21,7.4,502,362.6,3.43,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,2,BEGINNING,09:10:00,20.29,21,7.5,486,350.7,3.7,104,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,3,BEGINNING,09:10:00,20.5,20,7.55,471,338.5,3.14,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,4,BEGINNING,09:10:00,20,20,7.53,469,338.2,3.46,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,5,BEGINNING,09:10:00,20.1,20,7.53,464,338,3.75,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2007Sep09,TAPRShiner2007Sep11,1,BEGINNING,12:40:00,16.6,21.5,7.42,539,409.6,3,112,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2007Sep09,TAPRShiner2007Sep11,2,BEGINNING,12:50:00,18,27,7.23,579,431.6,4.73,108,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2007Sep09,TAPRShiner2007Sep11,3,BEGINNING,13:05:00,17.29,25,7.4,529,399.9,4.4,29,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2008Sep07,TAPRShiner2008Sep09,1,BEGINNING,12:36:00,17.2,22,7.67,576,489,5.75,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2008Sep07,TAPRShiner2008Sep09,2,BEGINNING,12:42:00,17.6,22,7.59,576,485,5.42,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2008Sep07,TAPRShiner2008Sep09,3,BEGINNING,12:33:00,17.89,22,7.51,557,477,4.8,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2008Sep07,TAPRShiner2008Sep09,4,BEGINNING,12:44:00,18.29,22,7.61,538,463,5.25,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2008Sep07,TAPRShiner2008Sep09,5,BEGINNING,12:40:00,18.2,22,7.65,538,463,4.95,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,1,BEGINNING,11:31:00,17.79,18,7.38,488.4,432.4,5.62,68,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,2,BEGINNING,11:28:00,17.7,18,7.38,485,428.5,6.95,85,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,3,BEGINNING,11:26:00,17.7,18,7.38,484.3,427.9,7.8,92,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,4,BEGINNING,11:44:00,17.79,18,7.36,487.7,431.8,6.3,100,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,5,BEGINNING,11:34:00,17.89,18,7.48,494.5,438.7,7.66,97,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2010Sep07,TAPRShiner2010Sep07,1,BEGINNING,15:24:00,18.89,26.5,7.28,609,567,5.77,110,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2010Sep07,TAPRShiner2010Sep07,2,BEGINNING,15:26:00,19.1,27.5,7.63,616,570,5.43,105,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2010Sep07,TAPRShiner2010Sep07,3,BEGINNING,15:28:00,18.6,28,7.09,607,559,6.83,66.19,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2010Sep07,TAPRShiner2010Sep07,4,BEGINNING,15:29:00,18.2,28,7.15,607,562,5.73,89,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2010Sep07,TAPRShiner2010Sep07,5,BEGINNING,15:30:00,17.7,26,7.69,574,524,3.3,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2015Aug30,TAPRShiner2015Aug30,1,BEGINNING,16:51:00,21.5,24.5,7.67,370.6,345.7,5.9,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2015Aug30,TAPRShiner2015Aug30,2,BEGINNING,16:59:00,21.6,24.5,7.55,471.3,440.4,4.91,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2015Aug30,TAPRShiner2015Aug30,3,BEGINNING,17:11:00,20.29,24,7.46,480.5,436.5,4.47,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2015Aug30,TAPRShiner2015Aug30,4,BEGINNING,17:14:00,21,24,7.4,470.1,431.1,5,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2015Aug30,TAPRShiner2015Aug30,5,BEGINNING,17:21:00,20,24,7.36,463.7,419,3.03,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2016Aug31,TAPRShiner2016Sep01,1,BEGINNING,08:45:00,-999,23,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2016Aug31,TAPRShiner2016Sep01,2,BEGINNING,08:52:00,-999,23,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2016Aug31,TAPRShiner2016Sep01,3,BEGINNING,09:00:00,-999,23,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2016Aug31,TAPRShiner2016Sep01,4,BEGINNING,09:15:00,-999,23,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2016Aug31,TAPRShiner2016Sep01,5,BEGINNING,09:30:00,-999,23,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2017Sep05,TAPRShiner2017Sep06,1,BEGINNING,08:30:00,-999,11.1,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2017Sep05,TAPRShiner2017Sep06,2,BEGINNING,08:31:00,-999,11.1,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2017Sep05,TAPRShiner2017Sep06,3,BEGINNING,08:34:00,-999,11.1,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2017Sep05,TAPRShiner2017Sep06,4,BEGINNING,08:36:00,-999,11.1,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2017Sep05,TAPRShiner2017Sep06,5,BEGINNING,08:39:00,-999,11.1,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,1,BEGINNING,15:09:00,23.2,22.2,7.81,419.5,405.9,4.98,107,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,2,BEGINNING,15:25:00,23.3,22.2,7.74,521,504,7.5,71,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,3,BEGINNING,15:30:00,23,22.2,7.79,504.1,484.3,5.33,75,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,4,BEGINNING,15:40:00,23.1,22.2,7.63,561,540,7.18,63,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,1,BEGINNING,08:13:00,18.3,-999,7.35,541.9,468.3,6.52,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,2,BEGINNING,08:29:00,18.3,-999,7.42,504.5,439.6,5.76,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,3,BEGINNING,08:50:00,18.3,-999,7.42,499.2,435.1,3.4,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,4,BEGINNING,09:06:00,17.5,-999,7.45,511.7,437.4,1.95,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,1,BEGINNING,12:55:00,22.6,30,-999,-999,-999,9.22,114,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,2,BEGINNING,12:55:00,23.29,32.5,-999,-999,-999,8.32,104,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,3,BEGINNING,12:55:00,25.6,35,-999,-999,-999,8.56,98,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,4,BEGINNING,12:55:00,26.79,31,-999,-999,-999,8.94,92,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,5,BEGINNING,12:55:00,25.79,30,-999,-999,-999,11.6,94,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,1,BEGINNING,11:00:00,16.2,16,7.15,-999,474,4.88,74,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,2,BEGINNING,11:00:00,16.7,17,7.5,-999,414,6.73,13,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,3,BEGINNING,11:00:00,18.1,18,7.4,-999,474,6.34,7,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,4,BEGINNING,11:00:00,17.89,17,7.96,-999,273,7.53,10,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,5,BEGINNING,11:00:00,17.39,18.5,7.86,-999,305,7.92,10,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,1,BEGINNING,14:10:00,18.5,25,7.76,513,447,7.3,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,2,BEGINNING,14:10:00,18.6,26,7.67,509,445,7.05,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,3,BEGINNING,14:10:00,18.6,26,7.76,509,446,6.82,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,4,BEGINNING,14:10:00,18.7,26,7.8,508,447,6.32,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,5,BEGINNING,14:10:00,18.89,26,7.98,492,434,7.4,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,1,BEGINNING,10:05:00,16.1,18,7.86,440,364,6.92,10.6,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,2,BEGINNING,10:05:00,16.2,18,7.88,428,356,6.78,8,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,3,BEGINNING,10:05:00,16.5,19,7.94,407,340,5.71,14.6,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,4,BEGINNING,10:05:00,16.29,19,8.01,412,343,6.59,20.6,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,5,BEGINNING,10:05:00,16.5,19,8.06,411,344,7.09,28,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,1,BEGINNING,10:05:00,20.1,18,7.67,429.5,310,5.36,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,2,BEGINNING,10:05:00,20.29,18,7.63,429.1,310,5.21,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,3,BEGINNING,10:05:00,20.1,18,7.75,408,292,4.8,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,4,BEGINNING,10:05:00,20,17,7.69,420.8,289,5.11,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,5,BEGINNING,10:05:00,20,17,7.88,370.3,266,5.19,102,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2007Sep09,TAPRShiner2007Sep11,1,BEGINNING,14:50:00,21.89,26,7.28,740,529,3.89,38,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2007Sep09,TAPRShiner2007Sep11,2,BEGINNING,15:05:00,22.1,29,7.55,626,440.6,6.76,57,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2007Sep09,TAPRShiner2007Sep11,3,BEGINNING,15:35:00,20.7,30,7.67,605,433.3,7.05,20.5,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2008Sep07,TAPRShiner2008Sep09,1,BEGINNING,15:35:00,19,25,7.71,561,497,6.02,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2008Sep07,TAPRShiner2008Sep09,2,BEGINNING,15:30:00,21.29,25,7.76,563,509,7.14,115,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2008Sep07,TAPRShiner2008Sep09,3,BEGINNING,15:40:00,22.2,25,7.84,561,524,6.39,82,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2008Sep07,TAPRShiner2008Sep09,4,BEGINNING,15:26:00,21,25,7.61,574,521,5.92,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,1,BEGINNING,14:04:00,19.2,28,7.59,443,408,6.58,48,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,2,BEGINNING,14:10:00,20.2,28,7.71,445.6,416.8,7.56,43,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,3,BEGINNING,14:09:00,20.29,28,7.55,454.2,422.8,7.15,45,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,4,BEGINNING,14:06:00,18.29,28,7.32,552.2,495.3,5.28,48,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,5,BEGINNING,14:15:00,21.2,28,7.76,415,394.6,8.1,58,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2010Sep07,TAPRShiner2010Sep07,1,BEGINNING,17:36:00,22,29,8.17,506,501,6.44,75.09,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2010Sep07,TAPRShiner2010Sep07,2,BEGINNING,17:45:00,22.29,29.5,7.75,566,563,5.85,74,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2010Sep07,TAPRShiner2010Sep07,3,BEGINNING,18:14:00,21,28,7.69,569,553,5.65,70.4,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2010Sep07,TAPRShiner2010Sep07,4,BEGINNING,18:09:00,21.89,28,7.71,594,584,7,91,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2010Sep07,TAPRShiner2010Sep07,5,BEGINNING,18:11:00,20.29,26.5,7.36,604,577,4.2,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2015Aug30,TAPRShiner2015Aug30,1,BEGINNING,14:52:00,22.1,29,7.78,425,401.1,7.9,83,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2015Aug30,TAPRShiner2015Aug30,2,BEGINNING,14:54:00,22.1,29,7.94,421.9,398.4,7.3,83,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2015Aug30,TAPRShiner2015Aug30,3,BEGINNING,14:57:00,21.6,29.5,7.8,414.9,386,6.7,77,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2015Aug30,TAPRShiner2015Aug30,4,BEGINNING,15:00:00,23.39,29.5,8.18,345.4,335.1,8.93,87,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2015Aug30,TAPRShiner2015Aug30,5,BEGINNING,15:03:00,22.6,27.5,8.14,360,342.7,8.14,71,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2016Aug31,TAPRShiner2016Sep01,1,BEGINNING,13:00:00,-999,29,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2016Aug31,TAPRShiner2016Sep01,2,BEGINNING,13:05:00,-999,29,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2016Aug31,TAPRShiner2016Sep01,3,BEGINNING,13:06:00,-999,29,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2016Aug31,TAPRShiner2016Sep01,4,BEGINNING,13:10:00,-999,29,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2016Aug31,TAPRShiner2016Sep01,5,BEGINNING,13:15:00,-999,29,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2017Sep05,TAPRShiner2017Sep06,1,BEGINNING,11:45:00,-999,20,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2017Sep05,TAPRShiner2017Sep06,2,BEGINNING,11:47:00,-999,20,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2017Sep05,TAPRShiner2017Sep06,3,BEGINNING,11:48:00,-999,20,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2017Sep05,TAPRShiner2017Sep06,4,BEGINNING,11:49:00,-999,20,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2017Sep05,TAPRShiner2017Sep06,5,BEGINNING,11:51:00,-999,20,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2018Sep04,TAPRShiner2018Sep04,1,BEGINNING,13:45:00,23.6,21.1,7.48,701,683,7.3,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2018Sep04,TAPRShiner2018Sep04,2,BEGINNING,13:47:00,23.7,21.1,7.42,773,753,5.35,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2018Sep04,TAPRShiner2018Sep04,3,BEGINNING,13:55:00,23.1,21.1,7.34,750,731,6.02,110,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2018Sep04,TAPRShiner2018Sep04,4,BEGINNING,13:50:00,23.3,21.1,7.36,584,553,7.08,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2021Sep07,TAPRShiner2021Sep07,1,BEGINNING,13:28:00,24.3,-999,7.49,533,524,5.11,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2021Sep07,TAPRShiner2021Sep07,2,BEGINNING,13:44:00,24.1,-999,7.61,661,649,7.09,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2021Sep07,TAPRShiner2021Sep07,3,BEGINNING,13:57:00,23.1,-999,7.42,457.8,440.7,2.23,30,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2021Sep07,TAPRShiner2021Sep07,4,BEGINNING,14:11:00,26.4,-999,7.84,469.1,481.1,6.06,72,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,1,BEGINNING,10:45:00,13.89,16,-999,-999,-999,7.61,37,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,2,BEGINNING,10:45:00,14,16.5,-999,-999,-999,8.59,54,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,3,BEGINNING,10:45:00,13.89,17,-999,-999,-999,7.69,41,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,4,BEGINNING,10:45:00,14.3,17,-999,-999,-999,6.53,35,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,5,BEGINNING,10:45:00,14.6,18,-999,-999,-999,5.48,75,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2002Sep30,TAPRShiner2002Oct05,1,BEGINNING,08:10:00,11.8,10,7.67,-999,387,7.23,32,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2002Sep30,TAPRShiner2002Oct05,2,BEGINNING,08:10:00,14.69,10,7.26,-999,443,6.65,48.29,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,1,BEGINNING,13:40:00,21.6,25,7.92,470,-999,6.44,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,2,BEGINNING,13:40:00,21.6,25,7.88,467,437,7.5,103,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,3,BEGINNING,13:40:00,21.6,25,7.86,470,441,7.84,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,4,BEGINNING,13:40:00,21.1,25,7.76,480,444,6.44,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,5,BEGINNING,13:40:00,22.5,25,7.88,473,449,7,29,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,1,BEGINNING,12:40:00,15.6,27,7.84,522,428,8.1,76.8,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,2,BEGINNING,12:40:00,17.2,27,7.57,562,477,6.44,86,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,3,BEGINNING,12:40:00,16.6,27,7.88,523,438,6.8,13.6,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,4,BEGINNING,12:40:00,17,31,7.73,521,442,6.5,21,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,5,BEGINNING,12:40:00,16.6,31,7.34,576,482,6.9,56,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,1,BEGINNING,16:30:00,18.1,14,7.84,450,335,6.4,98,Event,MachineObservation
