Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2009Dec07	2009	12/7/2009 0:00:00	1/21/2010 0:00:00	BUFFRMINVE2009Dec08	3	M	-999.00	12.00	0.35	15.00	2.00	0.00	0.00	2.00	1.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2009Dec07	2009	12/7/2009 0:00:00	1/21/2010 0:00:00	BUFFRMINVE2009Dec08	3	R	-999.00	16.00	0.43	16.00	1.00	0.00	0.00	2.00	1.00	3.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2011Dec01	2011	12/1/2011 0:00:00	1/18/2012 0:00:00	BUFFRMINVE2012Jan05	3	L	-999.00	10.00	0.55	17.00	1.00	0.00	0.00	2.00	3.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2011Dec01	2011	12/1/2011 0:00:00	1/18/2012 0:00:00	BUFFRMINVE2012Jan05	3	M	-999.00	6.00	0.41	17.00	1.00	0.00	0.00	2.00	3.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2011Dec01	2011	12/1/2011 0:00:00	1/18/2012 0:00:00	BUFFRMINVE2012Jan05	3	R	-999.00	16.00	0.29	16.00	1.00	0.00	0.00	2.00	3.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2013Nov21	2013	11/21/2013 0:00:00	2/19/2014 0:00:00	BUFFRMINVE2014Jan29	3	L	-999.00	17.00	0.30	14.00	2.00	1.00	0.00	2.00	-999.00	-999.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2013Nov21	2013	11/21/2013 0:00:00	2/19/2014 0:00:00	BUFFRMINVE2014Jan29	3	M	-999.00	24.00	0.41	15.00	2.00	1.00	0.00	2.00	-999.00	-999.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2013Nov21	2013	11/21/2013 0:00:00	2/19/2014 0:00:00	BUFFRMINVE2014Jan29	3	R	-999.00	18.00	0.38	15.00	1.00	1.00	0.00	1.00	-999.00	-999.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2015Nov23	2015	11/23/2015 0:00:00	12/18/2015 0:00:00	BUFFRMINVE2015Dec17	3	L	-999.00	38.00	1.30	17.00	2.00	0.00	0.00	2.00	-999.00	-999.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2015Nov23	2015	11/23/2015 0:00:00	12/18/2015 0:00:00	BUFFRMINVE2015Dec17	3	M	-999.00	40.00	1.53	17.00	2.00	0.00	0.00	2.00	-999.00	-999.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2015Nov23	2015	11/23/2015 0:00:00	12/18/2015 0:00:00	BUFFRMINVE2015Dec17	3	R	-999.00	34.00	0.64	17.00	2.00	0.00	0.00	2.00	-999.00	-999.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2019Nov04	2019	11/4/2019 0:00:00	11/21/2019 0:00:00	BUFFRMINVE2019Nov18	3	L	-999.00	18.00	0.54	18.00	2.00	0.00	1.00	3.00	-999.00	-999.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2019Nov04	2019	11/4/2019 0:00:00	11/21/2019 0:00:00	BUFFRMINVE2019Nov18	3	M	-999.00	32.00	0.70	18.00	2.00	0.00	1.00	3.00	-999.00	-999.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2019Nov04	2019	11/4/2019 0:00:00	11/21/2019 0:00:00	BUFFRMINVE2019Nov18	3	R	-999.00	28.00	0.91	18.00	2.00	0.00	2.00	3.00	-999.00	-999.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2021Nov01	2021	11/1/2021 0:00:00	11/10/2021 0:00:00	BUFFRMINVE2021Nov10	3	L	-999.00	16.00	0.50	17.00	3.00	0.00	1.00	3.00	-999.00	-999.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2021Nov01	2021	11/1/2021 0:00:00	11/10/2021 0:00:00	BUFFRMINVE2021Nov10	3	M	-999.00	22.00	0.63	16.00	2.00	0.00	1.00	2.00	-999.00	-999.00	
Buffalo National River	BUFF	BUFFRMINVEBM01	01	Mainstem		Buffalo River		Newton	24	BUFFM01	BUFFRMINVE2021Nov01	2021	11/1/2021 0:00:00	11/10/2021 0:00:00	BUFFRMINVE2021Nov10	3	R	-999.00	12.00	0.29	17.00	3.00	0.00	0.00	2.00	-999.00	-999.00	
Buffalo National River	BUFF	BUFFRMINVEBM02	02	Mainstem		Buffalo River		Newton	55	BUFFM02	BUFFRMINVE2005NOV29	2005	11/29/2005 0:00:00	12/14/2005 0:00:00	BUFFRMINVE2005NOV29	1	L	7.60	17.00	0.60	12.00	2.00	0.00	0.00	2.00	1.00	3.00	
Buffalo National River	BUFF	BUFFRMINVEBM02	02	Mainstem		Buffalo River		Newton	55	BUFFM02	BUFFRMINVE2005NOV29	2005	11/29/2005 0:00:00	12/14/2005 0:00:00	BUFFRMINVE2005NOV29	1	M	7.80	22.00	1.16	13.00	2.00	0.00	1.00	2.00	1.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM02	02	Mainstem		Buffalo River		Newton	55	BUFFM02	BUFFRMINVE2005NOV29	2005	11/29/2005 0:00:00	12/14/2005 0:00:00	BUFFRMINVE2005NOV29	1	R	10.80	10.00	0.50	13.00	2.00	0.00	0.00	2.00	1.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM02	02	Mainstem		Buffalo River		Newton	55	BUFFM02	BUFFRMINVE2007JAN04	2006	1/4/2007 0:00:00	2/22/2007 0:00:00	BUFFRMINVE2007JAN09	1	L	18.00	36.00	0.32	15.00	2.00	0.00	0.00	2.00	2.00	2.00	
Buffalo National River	BUFF	BUFFRMINVEBM02	02	Mainstem		Buffalo River		Newton	55	BUFFM02	BUFFRMINVE2007JAN04	2006	1/4/2007 0:00:00	2/22/2007 0:00:00	BUFFRMINVE2007JAN09	1	M	20.00	26.00	0.56	15.00	2.00	0.00	0.00	2.00	2.00	2.00	
