ParkName,ParkCode,Season,LocationID,EventID,Units,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments,DETimeStamp
Tallgrass Prairie National Preserve,TAPR,2013,TAPRAqubug02,TAPRAqubug2013Apr23,meters,7,3,7,0.09,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2013,TAPRAqubug02,TAPRAqubug2013Apr23,meters,8,3.5,2,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug01,TAPRAquBug2015Apr29,meters,1,0,0,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug01,TAPRAquBug2015Apr29,meters,2,0.5,8,0.26,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug01,TAPRAquBug2015Apr29,meters,3,1,12,0.4,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug01,TAPRAquBug2015Apr29,meters,4,1.5,13,0.45,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug01,TAPRAquBug2015Apr29,meters,5,2,10,0.52,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug01,TAPRAquBug2015Apr29,meters,6,2.5,18,0.56,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug01,TAPRAquBug2015Apr29,meters,7,3,18,0.33,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug01,TAPRAquBug2015Apr29,meters,8,3.5,16,0.17,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug01,TAPRAquBug2015Apr29,meters,9,4,10,0.04,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug01,TAPRAquBug2015Apr29,meters,10,4.5,12,0.02,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug01,TAPRAquBug2015Apr29,meters,11,5,6,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug02,TAPRAquBug2015Apr29,meters,1,0,0,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug02,TAPRAquBug2015Apr29,meters,2,0.5,18,0.02,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug02,TAPRAquBug2015Apr29,meters,3,1,22,0.03,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug02,TAPRAquBug2015Apr29,meters,4,1.5,22,0.05,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug02,TAPRAquBug2015Apr29,meters,5,2,24,0.05,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug02,TAPRAquBug2015Apr29,meters,6,2.5,30,0.06,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug02,TAPRAquBug2015Apr29,meters,7,3,22,0.01,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug02,TAPRAquBug2015Apr29,meters,8,3.5,20,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug02,TAPRAquBug2015Apr29,meters,9,4,25,0.01,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug02,TAPRAquBug2015Apr29,meters,10,4.5,18,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2015,TAPRAqubug02,TAPRAquBug2015Apr29,meters,11,5,13,-0.02,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug01,TAPRAquBug2018May04,meters,1,0,0,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug01,TAPRAquBug2018May04,meters,2,0.5,30,0.02,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug01,TAPRAquBug2018May04,meters,3,1,50,0.03,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug01,TAPRAquBug2018May04,meters,4,1.5,60,0.05,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug01,TAPRAquBug2018May04,meters,5,2,60,0.06,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug01,TAPRAquBug2018May04,meters,6,2.5,64,0.07,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug01,TAPRAquBug2018May04,meters,7,3,66,0.07,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug01,TAPRAquBug2018May04,meters,8,3.5,60,0.07,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug01,TAPRAquBug2018May04,meters,9,4,52,0.07,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug01,TAPRAquBug2018May04,meters,10,4.5,38,0.08,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug01,TAPRAquBug2018May04,meters,11,5,24,0.1,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug01,TAPRAquBug2018May04,meters,12,5.5,6,0.07,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug01,TAPRAquBug2018May04,meters,13,6,2,0.06,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,1,0,0,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,2,0.2,10,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,3,0.4,15,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,4,0.6,15,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,5,0.8,24,0.01,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,6,1,22,0.01,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,7,1.2,19,0.02,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,8,1.4,19,0.03,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,9,1.6,20,0.03,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,10,1.8,31,0.01,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,11,2,24,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,12,2.2,20,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,13,2.4,10,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,14,2.6,4,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2018,TAPRAqubug02,TAPRAquBug2018May04,meters,15,2.8,1,0,,10/5/2020 11:46
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug01,TAPRAqubug2024May07,meters,1,0,0,0, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug01,TAPRAqubug2024May07,meters,2,0.6,4,0.04, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug01,TAPRAqubug2024May07,meters,3,1.2,12,0.04, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug01,TAPRAqubug2024May07,meters,4,1.8,18,0.11, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug01,TAPRAqubug2024May07,meters,5,2.4,26,0.26, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug01,TAPRAqubug2024May07,meters,6,3,36,0.28, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug01,TAPRAqubug2024May07,meters,7,3.6,48,0.34, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug01,TAPRAqubug2024May07,meters,8,4.2,54,0.33, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug01,TAPRAqubug2024May07,meters,9,4.8,48,0.36, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug01,TAPRAqubug2024May07,meters,10,5.4,22,0.42, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug01,TAPRAqubug2024May07,meters,11,6,10,0.27, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug01,TAPRAqubug2024May07,meters,12,6.6,4,0.01, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug02,TAPRAqubug2024May07,meters,1,0,0,0, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug02,TAPRAqubug2024May07,meters,2,0.5,16,0, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug02,TAPRAqubug2024May07,meters,3,1,20,0.12, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug02,TAPRAqubug2024May07,meters,4,1.5,19,0.27, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug02,TAPRAqubug2024May07,meters,5,2,19,0.26, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug02,TAPRAqubug2024May07,meters,6,2.5,13,0.14, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug02,TAPRAqubug2024May07,meters,7,3,8,0.05, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug02,TAPRAqubug2024May07,meters,8,3.5,5,0.04, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug02,TAPRAqubug2024May07,meters,9,4,2,0.01, ,8/5/2024 15:36
Tallgrass Prairie National Preserve,TAPR,2024,TAPRAqubug02,TAPRAqubug2024May07,meters,10,4.2,1,0, ,8/5/2024 15:36
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,1,0,0,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,2,0,2,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,3,1,22,0.06,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,4,2,40,0.11,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,5,3,38,0.15,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,6,4,40,0.02,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,7,5,46,0.03,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,8,6,42,0.18,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,9,7,38,0.38,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,10,8,30,0.41,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,11,9,24,0.18,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,12,10,22,0.33,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,13,11,21,0.29,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,14,12,20,0.61,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,15,13,27,0.66,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,16,14,28,0.79,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,17,15,34,0.8,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,18,16,21,0.68,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,19,17,10,0.31,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug01,WICRAqubug2006Jun13,meters,20,18,7,0.13,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,1,0,0,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,2,0,6,0.02,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,3,1,15,0.07,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,4,2,10,0,"very little flow, negative reading",10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,5,3,10,0,"very little flow, negative reading",10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,6,4,14,0.02,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,7,5,16,0.13,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,8,6,20,0.19,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,9,7,26,0.23,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,10,8,30,0.24,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,11,9,28,0.19,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,12,10,24,0.2,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,13,11,20,0.13,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,14,12,28,0.16,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,15,13,40,0.21,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,16,14,50,0.28,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,17,15,52,0.31,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,18,16,48,0.23,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,19,17,34,0.17,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug02,WICRAqubug2006Jun13,meters,20,18,21,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug03,WICRAqubug2006Jun13,meters,1,0,0,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug03,WICRAqubug2006Jun13,meters,2,0,2,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug03,WICRAqubug2006Jun13,meters,3,0.5,9,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug03,WICRAqubug2006Jun13,meters,4,1,10,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug03,WICRAqubug2006Jun13,meters,5,1.5,14,0.03,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug03,WICRAqubug2006Jun13,meters,6,2,15,0.05,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug03,WICRAqubug2006Jun13,meters,7,2.5,15,0.09,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug03,WICRAqubug2006Jun13,meters,8,3,20,0.01,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug03,WICRAqubug2006Jun13,meters,9,3.5,18,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAquBug03,WICRAqubug2006Jun13,meters,10,4,1,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAQUBUG04,WICRAqubug2006Jun14,meters,1,0,0,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAQUBUG04,WICRAqubug2006Jun14,meters,2,0,5,0.02,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAQUBUG04,WICRAqubug2006Jun14,meters,3,1,11,0.02,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAQUBUG04,WICRAqubug2006Jun14,meters,4,2,21,0.03,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAQUBUG04,WICRAqubug2006Jun14,meters,5,3,26,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAQUBUG04,WICRAqubug2006Jun14,meters,6,4,29,0.07,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAQUBUG04,WICRAqubug2006Jun14,meters,7,5,28,0.17,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAQUBUG04,WICRAqubug2006Jun14,meters,8,6,28,0.1,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2006,WICRAQUBUG04,WICRAqubug2006Jun14,meters,9,7,10,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,1,0,0,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,2,1,12,0.23,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,3,2,24,0.42,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,4,3,34,0.39,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,5,4,38,0.66,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,6,5,52,0.69,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,7,6,56,0.7,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,8,7,54,0.8,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,9,8,54,0.78,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,10,9,50,0.86,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,11,10,48,0.87,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,12,11,48,0.85,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,13,12,42,0.94,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,14,13,38,0.89,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,15,14,34,0.82,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,16,15,34,0.52,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG02,WICRAqubug2007Jul15,meters,17,16,2,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG03,WICRAqubug2007Jun22,meters,1,0,0,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG03,WICRAqubug2007Jun22,meters,2,0.5,14,0.37,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG03,WICRAqubug2007Jun22,meters,3,1,24,0.05,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG03,WICRAqubug2007Jun22,meters,4,1.5,28,0.03,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG03,WICRAqubug2007Jun22,meters,5,2,26,0.21,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG03,WICRAqubug2007Jun22,meters,6,2.5,22,0.09,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG03,WICRAqubug2007Jun22,meters,7,3,20,0.07,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG03,WICRAqubug2007Jun22,meters,8,3.5,20,0.11,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG03,WICRAqubug2007Jun22,meters,9,4,20,0.13,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG03,WICRAqubug2007Jun22,meters,10,4.5,20,0.18,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG03,WICRAqubug2007Jun22,meters,11,5,18,0.18,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG03,WICRAqubug2007Jun22,meters,12,5.5,11,0.12,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG03,WICRAqubug2007Jun22,meters,13,6.1,5,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG04,WICRAqubug2007Jun22,meters,1,0,0,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG04,WICRAqubug2007Jun22,meters,2,1,16,0.15,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG04,WICRAqubug2007Jun22,meters,3,1.8,20,0.12,moved over due to grass patch,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG04,WICRAqubug2007Jun22,meters,4,3.4,30,0.04,moved over due to grass patch,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG04,WICRAqubug2007Jun22,meters,5,4,46,0.35,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG04,WICRAqubug2007Jun22,meters,6,5,50,0.23,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG04,WICRAqubug2007Jun22,meters,7,6,42,0.42,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG04,WICRAqubug2007Jun22,meters,8,7,26,0.39,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG04,WICRAqubug2007Jun22,meters,9,8,20,0.04,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG04,WICRAqubug2007Jun22,meters,10,9,12,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2007,WICRAQUBUG04,WICRAqubug2007Jun22,meters,11,10,0,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,1,0,0,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,2,1,16,0.23,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,3,2,21,0.48,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,4,3,27,0.46,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,5,4,29,0.57,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,6,5,30,0.59,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,7,6,35,0.6,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,8,7,40,0.6,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,9,8,42,0.6,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,10,9,42,0.66,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,11,10,38,0.48,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,12,11,40,0.59,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,13,12,32,0.52,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,14,13,31,0.35,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,15,14,28,0.08,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,16,15,20,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG02,WICRAqubug2010May03,meters,17,16,5,-0.03,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG03,WICRAqubug2010May03,meters,1,0,0,0,,10/5/2020 11:46
Wilsons Creek National Battlefield,WICR,2010,WICRAQUBUG03,WICRAqubug2010May03,meters,2,0.5,17,0.11,,10/5/2020 11:46
