ParkName,ParkCode,LocationID,PeriodID,EventID,SiteNumber,Beginning_Ending,TimeSampled_hhmm_mil,WaterTemp_C,AirTemp_C,pH,SpecificConductance_microScm,Conductivity_microScm,DissolvedOxygen_mgL,SecchiTube,Units
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2006OCT02,OZARRMFISH2006OCT24,1,ENDING,12/30/1899 14:30:00,14.50,17.00,7.55,301.00,230.40,10.84,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2007Oct01,OZARRMFish2007Oct17,1,BEGINNING,12/30/1899 10:30:00,16.30,16.00,7.33,306.80,233.90,8.85,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2007Oct01,OZARRMFish2007Oct17,1,ENDING,12/30/1899 13:30:00,17.70,21.00,7.62,306.70,229.80,9.70,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2008Oct06,OZARRMFish2008Oct29,1,BEGINNING,12/30/1899 10:15:00,11.60,12.00,8.11,332.40,247.40,9.50,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2008Oct06,OZARRMFish2008Oct29,1,ENDING,12/30/1899 12:55:00,13.00,23.00,8.17,327.70,252.10,9.90,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2009Oct05,OZARRMFish2009Oct21,1,BEGINNING,12/30/1899 15:00:00,13.10,15.50,8.21,296.00,237.80,10.05,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2009Oct05,OZARRMFish2009Oct21,1,ENDING,12/30/1899 18:25:00,13.20,16.50,8.35,296.10,238.50,9.25,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2012Sep24,OZARRMFish2012Oct11,1,BEGINNING,12/30/1899 8:52:00,16.10,17.00,8.04,357.50,296.60,8.73,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2012Sep24,OZARRMFish2012Oct11,1,ENDING,12/30/1899 12:51:00,16.20,19.50,8.17,356.60,296.90,9.64,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2014Sep22,OZARRMFish2014Oct16,1,BEGINNING,12/30/1899 10:23:00,14.90,18.00,8.40,253.80,204.90,9.90,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2014Sep22,OZARRMFish2014Oct16,1,ENDING,12/30/1899 13:07:00,15.70,22.00,8.04,258.70,212.60,10.45,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFish2016Sep19,OZARRMFish2016Oct12,1,BEGINNING,12/30/1899 9:45:00,16.40,18.50,7.98,276.40,231.20,9.91,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFish2016Sep19,OZARRMFish2016Oct12,1,ENDING,12/30/1899 12:14:00,16.60,23.00,8.06,275.90,231.50,10.08,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2018Sep18,OZARRMFISH2018Oct11,1,BEGINNING,12/30/1899 10:12:00,18.00,15.55,7.52,328.00,284.00,8.51,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2018Sep18,OZARRMFISH2018Oct11,1,ENDING,12/30/1899 13:45:00,18.90,18.33,7.03,328.10,289.70,9.82,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT01,OZARRMFISH2009Oct05,OZARRMFish2009Oct05,1,BEGINNING,12/30/1899 13:10:00,13.50,25.00,8.08,352.30,280.90,9.71,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT01,OZARRMFISH2009Oct05,OZARRMFish2009Oct05,1,ENDING,12/30/1899 14:13:00,13.50,20.00,8.16,327.50,266.20,9.90,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT02,OZARRMFISH2007Oct01,OZARRMFish2007Oct09,1,BEGINNING,12/30/1899 10:30:00,17.80,-999.00,7.87,439.40,327.40,9.36,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT02,OZARRMFISH2007Oct01,OZARRMFish2007Oct09,1,ENDING,12/30/1899 12:30:00,18.90,22.00,8.06,452.30,332.30,9.16,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT03,OZARRMFISH2009Oct05,OZARRMFish2009Oct16,1,BEGINNING,12/30/1899 8:50:00,11.00,8.50,8.28,450.90,343.30,8.09,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT03,OZARRMFISH2009Oct05,OZARRMFish2009Oct16,1,ENDING,12/30/1899 11:08:00,11.10,10.00,8.20,450.80,344.10,7.81,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT04,OZARRMFISH2010Oct05,OZARRMFish2010Oct06,1,BEGINNING,12/30/1899 19:22:00,5.70,11.00,7.85,317.60,225.60,12.31,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT04,OZARRMFISH2010Oct05,OZARRMFish2010Oct06,1,ENDING,12/30/1899 11:07:00,6.20,12.00,8.00,295.00,212.80,11.46,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFISH2010Oct05,OZARRMFish2010Oct06,1,BEGINNING,12/30/1899 14:04:00,11.70,21.00,8.44,314.30,258.10,12.12,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFISH2010Oct05,OZARRMFish2010Oct06,1,ENDING,12/30/1899 15:22:00,11.90,19.00,8.12,347.40,288.30,12.08,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFISH2012Sep24,OZARRMFish2012Oct18,1,BEGINNING,12/30/1899 8:56:00,13.40,10.00,8.18,375.90,292.70,9.13,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFISH2012Sep24,OZARRMFish2012Oct18,1,ENDING,12/30/1899 10:10:00,13.80,17.00,8.20,375.10,294.80,9.41,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFish2016Sep19,OZARRMFish2016Oct04,1,BEGINNING,12/30/1899 14:10:00,19.40,25.30,8.33,287.10,256.50,10.25,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFish2016Sep19,OZARRMFish2016Oct04,1,ENDING,,20.00,26.20,8.42,286.50,259.40,10.01,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT07,OZARRMFISH2008Oct06,OZARRMFish2008Oct06,1,BEGINNING,12/30/1899 11:15:00,14.20,23.50,7.54,289.30,229.70,8.22,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT07,OZARRMFISH2008Oct06,OZARRMFish2008Oct06,1,ENDING,12/30/1899 1:20:00,14.40,22.00,7.70,329.00,265.50,7.93,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2006OCT02,OZARRMFISH2006OCT03,1,BEGINNING,12/30/1899 10:00:00,18.40,23.00,7.28,380.20,280.70,5.29,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2006OCT02,OZARRMFISH2006OCT03,1,ENDING,12/30/1899 14:00:00,20.00,29.50,7.35,360.60,261.40,6.30,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2014Sep22,OZARRMFish2014Sep22,1,BEGINNING,12/30/1899 11:30:00,18.11,20.00,7.90,360.00,312.00,6.95,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2014Sep22,OZARRMFish2014Sep22,1,ENDING,12/30/1899 14:32:00,19.25,20.00,8.02,351.00,312.00,7.80,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2018Sep18,OZARRMFISH2018Sep18,1,BEGINNING,12/30/1899 10:43:00,23.20,24.44,6.83,341.20,329.50,6.36,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2018Sep18,OZARRMFISH2018Sep18,1,ENDING,12/30/1899 12:37:00,24.00,26.66,7.28,338.50,332.10,7.37,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2022Aug29,OZARRMFISH2022Sep02,1,BEGINNING,12/30/1899 8:58:00,22.60,-999.00,8.12,376.10,359.20,7.03,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2022Aug29,OZARRMFISH2022Sep02,1,ENDING,12/30/1899 13:00:00,22.50,-999.00,8.15,376.30,360.30,7.14,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT09,OZARRMFISH2008Oct06,OZARRMFish2008Oct15,1,BEGINNING,12/30/1899 10:20:00,16.10,21.00,7.68,386.10,320.40,7.45,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT09,OZARRMFISH2008Oct06,OZARRMFish2008Oct15,1,ENDING,12/30/1899 11:50:00,16.90,25.00,7.80,324.80,275.50,7.59,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT11,OZARRMFISH2007Oct01,OZARRMFish2007Oct05,1,BEGINNING,12/30/1899 9:50:00,19.70,25.00,7.48,417.10,302.80,5.34,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT11,OZARRMFISH2007Oct01,OZARRMFish2007Oct05,1,ENDING,12/30/1899 11:10:00,20.10,27.00,7.43,401.10,288.90,5.01,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT12,OZARRMFISH2010Oct05,OZARRMFish2010Oct05,1,BEGINNING,12/30/1899 11:40:00,11.00,21.00,7.48,353.40,292.00,9.37,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT12,OZARRMFISH2010Oct05,OZARRMFish2010Oct05,1,ENDING,12/30/1899 13:00:00,-999.00,26.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT13,OZARRMFISH2006OCT02,OZARRMFISH2006OCT02,1,BEGINNING,12/30/1899 11:00:00,16.90,26.00,7.52,351.70,265.30,8.48,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT13,OZARRMFISH2006OCT02,OZARRMFISH2006OCT02,1,ENDING,12/30/1899 13:00:00,18.20,28.00,7.65,361.50,268.10,8.53,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2012Sep24,OZARRMFish2012Sep25,1,BEGINNING,12/30/1899 8:28:00,15.90,13.00,8.13,354.90,292.90,8.50,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2012Sep24,OZARRMFish2012Sep25,1,ENDING,12/30/1899 10:57:00,16.50,23.00,8.18,353.60,296.40,8.76,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2014Sep22,OZARRMFish2014Sep25,1,BEGINNING,12/30/1899 8:10:00,17.40,14.00,8.40,335.70,285.60,8.70,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2014Sep22,OZARRMFish2014Sep25,1,ENDING,12/30/1899 12:55:00,19.60,-999.00,8.27,251.60,225.90,9.83,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFish2016Sep19,OZARRMFish2016Sep20,1,ENDING,12/30/1899 10:57:00,21.30,24.00,7.95,340.40,316.60,9.08,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2018Sep18,OZARRMFISH2018Sep21,1,BEGINNING,12/30/1899 9:02:00,22.10,22.22,7.47,324.80,306.80,8.17,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2018Sep18,OZARRMFISH2018Sep21,1,ENDING,12/30/1899 11:14:00,22.40,24.44,7.59,322.10,306.30,8.93,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2022Aug29,OZARRMFISH2022Sep08,1,BEGINNING,12/30/1899 8:50:00,20.20,-999.00,8.21,352.10,319.60,8.24,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2022Aug29,OZARRMFISH2022Sep08,1,ENDING,12/30/1899 15:00:00,23.30,-999.00,8.31,348.50,337.40,8.91,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT15,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,1,BEGINNING,12/30/1899 10:44:00,16.20,18.00,8.00,375.30,312.20,7.73,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT15,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,1,ENDING,12/30/1899 12:07:00,16.80,22.00,7.93,371.60,313.50,7.48,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT15,OZARRMFish2016Sep19,OZARRMFish2016Sep19,1,BEGINNING,12/30/1899 10:59:00,20.20,27.00,7.78,270.60,246.10,7.95,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT15,OZARRMFish2016Sep19,OZARRMFish2016Sep19,1,ENDING,12/30/1899 11:40:00,20.60,-999.00,7.84,271.60,248.70,8.25,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2014Sep22,OZARRMFish2014Oct07,1,BEGINNING,12/30/1899 14:40:00,20.70,25.00,8.42,257.80,236.30,8.79,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2014Sep22,OZARRMFish2014Oct07,1,ENDING,12/30/1899 17:06:00,20.50,20.00,8.39,253.80,231.80,8.61,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2018Sep18,OZARRMFISH2018Oct03,1,BEGINNING,12/30/1899 10:07:00,21.30,22.22,7.50,341.80,317.90,9.03,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2018Sep18,OZARRMFISH2018Oct03,1,ENDING,12/30/1899 11:42:00,22.50,22.22,7.62,339.90,323.90,8.85,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2022Aug29,OZARRMFISH2022Sep22,1,BEGINNING,12/30/1899 10:58:00,21.80,-999.00,8.13,308.20,289.30,7.53,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2022Aug29,OZARRMFISH2022Sep22,1,ENDING,12/30/1899 12:39:00,21.90,-999.00,8.16,306.80,288.40,7.99,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT26,1,BEGINNING,12/30/1899 10:00:00,11.10,2.00,8.11,268.00,-999.00,9.68,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT26,1,ENDING,12/30/1899 14:40:00,13.50,11.00,7.90,292.90,-999.00,9.75,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT18,1,BEGINNING,12/30/1899 11:30:00,11.90,13.00,7.42,284.50,232.10,8.20,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT18,1,ENDING,12/30/1899 12:30:00,12.00,13.00,7.95,284.50,231.30,8.20,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct04,1,BEGINNING,12/30/1899 9:55:00,21.30,21.00,7.20,369.90,262.90,7.26,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct04,1,ENDING,12/30/1899 12:40:00,22.60,28.00,7.47,378.40,264.30,8.56,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct08,1,BEGINNING,12/30/1899 10:00:00,17.80,15.00,8.08,354.50,305.80,7.10,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct08,1,ENDING,12/30/1899 12:40:00,18.90,24.00,8.13,355.00,313.00,7.93,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct14,1,BEGINNING,12/30/1899 9:24:00,11.90,9.00,8.20,300.70,234.10,10.24,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct14,1,ENDING,12/30/1899 11:54:00,12.00,11.50,8.20,303.40,236.90,10.68,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2012Sep24,OZARRMFish2012Oct02,1,BEGINNING,12/30/1899 9:48:00,16.50,13.50,9.14,366.60,307.20,6.12,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2012Sep24,OZARRMFish2012Oct02,1,ENDING,12/30/1899 12:01:00,17.20,13.80,8.21,363.40,309.50,7.20,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2014Sep22,OZARRMFish2014Oct02,1,BEGINNING,12/30/1899 9:35:00,21.20,23.00,8.36,339.70,314.80,8.69,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2014Sep22,OZARRMFish2014Oct02,1,ENDING,12/30/1899 11:15:00,21.40,31.00,8.21,339.00,315.90,7.56,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFish2016Sep19,OZARRMFish2016Sep27,1,BEGINNING,12/30/1899 10:47:00,19.30,21.00,8.18,364.20,324.80,8.26,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFish2016Sep19,OZARRMFish2016Sep27,1,ENDING,12/30/1899 12:02:00,20.10,23.00,8.25,363.60,329.80,8.95,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2018Sep18,OZARRMFISH2018Sep25,1,BEGINNING,12/30/1899 10:09:00,21.70,21.11,7.32,332.50,311.30,7.05,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2018Sep18,OZARRMFISH2018Sep25,1,ENDING,12/30/1899 11:15:00,21.80,22.22,7.42,331.80,311.50,7.30,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2022Aug29,OZARRMFISH2022Aug31,1,BEGINNING,12/30/1899 11:04:00,24.10,-999.00,8.11,364.60,357.90,5.34,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2022Aug29,OZARRMFISH2022Aug31,1,ENDING,12/30/1899 11:40:00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2005OCT20,OZARRMFISH2005OCT28,1,BEGINNING,12/30/1899 8:50:00,11.00,-5.00,8.13,267.40,-999.00,9.30,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2005OCT20,OZARRMFISH2005OCT28,1,ENDING,12/30/1899 13:15:00,12.40,16.00,8.03,279.10,-999.00,10.19,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,1,BEGINNING,12/30/1899 15:40:00,12.20,14.00,7.87,282.20,231.10,9.82,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,1,ENDING,12/30/1899 18:00:00,12.30,14.00,8.10,282.60,228.70,10.29,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct02,1,BEGINNING,12/30/1899 9:40:00,20.60,20.00,7.62,354.10,254.20,7.06,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct02,1,ENDING,12/30/1899 13:00:00,21.00,24.00,7.64,360.10,254.30,7.37,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2008Oct06,OZARRMFish2008Oct10,1,BEGINNING,12/30/1899 9:10:00,16.30,10.00,8.00,350.50,291.40,7.19,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2008Oct06,OZARRMFish2008Oct10,1,ENDING,12/30/1899 12:12:00,17.50,25.00,8.14,349.20,298.60,8.25,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2009Oct05,OZARRMFish2009Oct14,1,BEGINNING,12/30/1899 10:33:00,12.00,15.50,8.04,258.20,201.70,10.61,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2009Oct05,OZARRMFish2009Oct14,1,ENDING,12/30/1899 14:20:00,12.10,13.50,8.10,284.70,222.80,10.78,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2012Sep24,OZARRMFish2012Oct01,1,BEGINNING,12/30/1899 10:42:00,18.30,18.00,7.92,349.80,304.90,7.22,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2012Sep24,OZARRMFish2012Oct01,1,ENDING,12/30/1899 14:19:00,18.80,23.00,8.18,349.00,308.00,8.85,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2014Sep22,OZARRMFish2014Oct03,1,BEGINNING,12/30/1899 9:40:00,19.70,24.00,8.18,305.60,274.60,6.88,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2014Sep22,OZARRMFish2014Oct03,1,ENDING,12/30/1899 11:50:00,19.80,27.00,8.14,306.80,276.30,7.62,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFish2016Sep19,OZARRMFish2016Sep27,1,BEGINNING,12/30/1899 9:19:00,17.80,16.40,8.02,362.70,312.80,8.53,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFish2016Sep19,OZARRMFish2016Sep27,1,ENDING,12/30/1899 12:15:00,18.20,22.50,8.12,361.70,315.00,9.84,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep28,1,BEGINNING,12/30/1899 9:55:00,19.20,13.88,7.95,326.50,290.80,6.64,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep28,1,ENDING,12/30/1899 12:26:00,20.60,-999.00,7.43,324.30,296.10,8.10,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,1,BEGINNING,12/30/1899 10:06:00,22.60,-999.00,7.63,359.30,343.10,7.05,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,1,ENDING,12/30/1899 12:28:00,24.10,-999.00,7.86,358.80,352.50,8.27,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2005OCT20,OZARRMFISH2005OCT27,1,BEGINNING,12/30/1899 9:15:00,11.60,8.00,8.10,263.40,-999.00,9.75,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2005OCT20,OZARRMFISH2005OCT27,1,ENDING,12/30/1899 12:44:00,14.00,11.00,8.15,373.20,-999.00,10.38,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,1,BEGINNING,12/30/1899 9:30:00,20.10,18.50,6.82,339.40,246.00,6.51,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,1,ENDING,12/30/1899 14:00:00,21.20,24.00,7.91,343.20,243.90,9.26,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,1,BEGINNING,12/30/1899 10:00:00,21.00,18.50,7.60,345.90,246.40,7.48,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,1,ENDING,12/30/1899 13:30:00,23.30,31.00,7.71,333.20,230.90,8.61,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,1,BEGINNING,12/30/1899 10:25:00,18.60,19.00,7.82,334.90,293.00,6.77,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,1,ENDING,12/30/1899 1:00:00,19.00,20.00,8.10,334.60,295.10,6.20,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct19,1,BEGINNING,12/30/1899 9:40:00,12.70,18.00,7.87,291.50,231.90,9.15,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct19,1,ENDING,12/30/1899 11:20:00,12.80,15.50,7.78,289.00,230.50,9.16,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2012Sep24,OZARRMFish2012Oct03,1,BEGINNING,12/30/1899 9:01:00,17.70,16.00,8.09,337.40,290.70,8.20,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2012Sep24,OZARRMFish2012Oct03,1,ENDING,12/30/1899 11:12:00,18.10,19.00,8.20,336.40,291.80,8.94,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2014Sep22,OZARRMFish2014Oct01,1,BEGINNING,12/30/1899 10:58:00,9.20,25.00,8.60,311.00,276.40,9.20,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2014Sep22,OZARRMFish2014Oct01,1,ENDING,12/30/1899 12:40:00,21.70,26.00,8.23,310.10,290.80,9.89,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFish2016Sep19,OZARRMFish2016Sep22,1,BEGINNING,12/30/1899 9:18:00,21.50,21.00,8.09,338.00,315.10,8.05,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFish2016Sep19,OZARRMFish2016Sep22,1,ENDING,12/30/1899 11:55:00,22.70,31.00,8.23,335.80,320.80,10.35,-999.00,metric
