ParkName,ParkCode,LocationID,PeriodID,EventID,SiteNumber,Beginning_Ending,TimeSampled_hhmm_mil,WaterTemp_C,AirTemp_C,pH,SpecificConductance_microScm,Conductivity_microScm,DissolvedOxygen_mgL,SecchiTube,Units
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2001Aug28,TAPRShiner2001Aug28,3,BEGINNING,12/30/1899 8:00:00,24.60,31.00,-999.00,-999.00,-999.00,9.52,100.50,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2002Sep30,TAPRShiner2002Oct02,1,BEGINNING,12/30/1899 8:00:00,21.79,21.00,7.80,-999.00,404.00,5.19,21.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,1,BEGINNING,12/30/1899 8:00:00,22.00,28.00,7.73,514.00,484.00,8.00,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,2,BEGINNING,12/30/1899 8:00:00,22.00,29.00,7.92,509.00,479.00,7.80,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,3,BEGINNING,12/30/1899 8:00:00,21.70,28.00,7.88,513.00,481.00,8.31,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,4,BEGINNING,12/30/1899 8:00:00,20.89,29.00,7.88,516.00,475.00,7.67,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2003Oct06,TAPRShiner2003Oct06,5,BEGINNING,12/30/1899 8:00:00,17.10,27.00,7.80,531.00,451.00,8.00,69.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2004Oct04,TAPRShiner2004Oct04,1,BEGINNING,12/30/1899 8:00:00,19.82,30.00,7.80,552.00,497.00,9.19,35.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,1,BEGINNING,12/30/1899 8:00:00,24.20,32.00,7.86,457.00,312.00,7.55,69.19,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,2,BEGINNING,12/30/1899 8:00:00,25.50,32.00,7.69,337.00,501.00,6.92,68.09,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,3,BEGINNING,12/30/1899 8:00:00,27.89,34.00,7.86,330.00,506.00,8.30,57.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,4,BEGINNING,12/30/1899 8:00:00,25.89,34.00,7.84,328.00,489.00,6.40,75.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2005Oct03,TAPRShiner2005Oct03,5,BEGINNING,12/30/1899 8:00:00,26.10,34.00,7.94,316.00,474.00,7.78,70.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,1,BEGINNING,12/30/1899 8:00:00,22.79,26.00,8.06,351.50,334.10,7.09,94.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,2,BEGINNING,12/30/1899 8:00:00,22.50,25.00,7.67,533.00,507.00,6.38,90.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,3,BEGINNING,12/30/1899 8:00:00,23.20,25.00,7.65,533.00,514.00,5.99,66.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,4,BEGINNING,12/30/1899 8:00:00,23.00,25.00,7.65,501.00,485.00,7.10,62.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2008Sep07,TAPRShiner2008Sep07,5,BEGINNING,12/30/1899 8:00:00,21.00,27.00,8.25,450.00,408.00,7.94,59.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2009Sep08,TAPRShiner2009Sep08,1,BEGINNING,12/30/1899 8:00:00,18.29,19.00,7.94,459.00,412.00,5.86,14.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2009Sep08,TAPRShiner2009Sep08,2,BEGINNING,12/30/1899 8:00:00,19.20,19.00,7.57,428.60,388.90,6.50,8.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2009Sep08,TAPRShiner2009Sep08,3,BEGINNING,12/30/1899 8:00:00,19.39,19.00,7.59,389.90,357.10,7.65,25.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2015Aug30,TAPRShiner2015Sep02,1,BEGINNING,12/30/1899 8:00:00,23.79,45.00,8.02,452.80,442.50,7.86,33.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2015Aug30,TAPRShiner2015Sep02,2,BEGINNING,12/30/1899 8:00:00,27.50,33.50,7.59,474.80,497.00,5.08,27.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2015Aug30,TAPRShiner2015Sep02,3,BEGINNING,12/30/1899 8:00:00,24.29,34.00,7.51,500.50,495.50,4.30,50.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,1,BEGINNING,12/30/1899 8:00:00,28.29,31.00,-999.00,-999.00,-999.00,8.97,76.80,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,2,BEGINNING,12/30/1899 8:00:00,29.60,34.00,-999.00,-999.00,-999.00,9.35,70.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,3,BEGINNING,12/30/1899 8:00:00,30.79,32.00,-999.00,-999.00,-999.00,8.69,89.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,1,BEGINNING,12/30/1899 8:00:00,16.29,15.00,7.71,-999.00,488.00,5.73,47.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,2,BEGINNING,12/30/1899 8:00:00,16.00,15.00,7.44,-999.00,384.00,8.65,28.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,3,BEGINNING,12/30/1899 8:00:00,15.89,14.00,7.44,-999.00,376.00,8.35,24.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,1,BEGINNING,12/30/1899 8:00:00,23.00,30.00,7.96,520.00,477.00,9.97,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,2,BEGINNING,12/30/1899 8:00:00,21.89,28.00,8.00,505.00,475.00,10.56,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,3,BEGINNING,12/30/1899 8:00:00,22.00,29.00,7.98,517.00,487.00,11.55,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,4,BEGINNING,12/30/1899 8:00:00,21.79,29.00,7.96,520.00,489.00,10.25,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2003Oct06,TAPRShiner2003Oct06,5,BEGINNING,12/30/1899 8:00:00,21.29,29.00,7.61,501.00,468.00,8.50,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,1,BEGINNING,12/30/1899 8:00:00,16.79,24.00,7.82,471.00,395.00,8.65,25.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,2,BEGINNING,12/30/1899 8:00:00,18.20,25.00,8.02,512.00,444.00,9.34,25.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,3,BEGINNING,12/30/1899 8:00:00,20.70,24.00,8.02,510.00,468.00,9.48,43.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,4,BEGINNING,12/30/1899 8:00:00,19.10,27.00,8.69,550.00,497.00,9.52,41.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,5,BEGINNING,12/30/1899 8:00:00,20.39,27.00,8.05,560.00,510.00,9.06,30.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,1,BEGINNING,12/30/1899 8:00:00,24.89,33.00,7.17,250.80,166.20,7.82,64.19,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,2,BEGINNING,12/30/1899 8:00:00,27.00,33.00,7.63,354.00,537.00,9.81,70.69,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,3,BEGINNING,12/30/1899 8:00:00,24.29,33.00,7.42,598.00,408.10,7.98,31.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,4,BEGINNING,12/30/1899 8:00:00,26.89,34.00,7.76,346.00,525.00,6.44,13.19,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,1,BEGINNING,12/30/1899 8:00:00,21.20,31.00,-999.00,-999.00,-999.00,2.75,92.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,2,BEGINNING,12/30/1899 8:00:00,24.10,30.00,-999.00,-999.00,-999.00,8.31,33.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2001Aug28,TAPRShiner2001Aug30,3,BEGINNING,12/30/1899 8:00:00,24.10,30.00,-999.00,-999.00,-999.00,8.32,26.20,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,1,BEGINNING,12/30/1899 8:00:00,16.79,15.00,6.75,-999.00,501.00,7.09,31.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,2,BEGINNING,12/30/1899 8:00:00,16.89,15.00,7.25,-999.00,478.00,6.76,51.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,3,BEGINNING,12/30/1899 8:00:00,18.60,14.00,7.07,-999.00,473.00,4.63,52.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,1,BEGINNING,12/30/1899 8:00:00,17.79,25.00,7.96,524.00,469.00,6.28,75.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,2,BEGINNING,12/30/1899 8:00:00,18.50,25.00,7.82,541.00,472.00,7.09,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,3,BEGINNING,12/30/1899 8:00:00,18.39,25.00,7.67,521.00,456.00,3.27,85.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,4,BEGINNING,12/30/1899 8:00:00,18.70,25.00,7.90,514.00,452.00,6.32,78.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,5,BEGINNING,12/30/1899 8:00:00,18.79,25.00,7.75,531.00,467.00,8.46,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,1,BEGINNING,12/30/1899 8:00:00,20.50,27.00,8.11,477.00,436.00,8.67,32.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,2,BEGINNING,12/30/1899 8:00:00,22.60,27.00,8.09,496.00,474.00,9.80,49.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,3,BEGINNING,12/30/1899 8:00:00,20.20,26.00,8.02,560.00,507.00,9.17,35.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,4,BEGINNING,12/30/1899 8:00:00,18.70,26.00,7.90,599.00,527.00,9.14,31.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2004Oct04,TAPRShiner2004Oct04,5,BEGINNING,12/30/1899 8:00:00,21.00,25.00,7.96,592.00,547.00,10.18,42.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,1,BEGINNING,12/30/1899 8:00:00,26.20,31.00,7.73,329.00,498.00,7.84,50.70,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,2,BEGINNING,12/30/1899 8:00:00,27.29,34.00,7.90,486.00,511.00,7.28,65.80,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,3,BEGINNING,12/30/1899 8:00:00,27.20,34.00,7.76,165.00,251.00,7.92,70.19,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,4,BEGINNING,12/30/1899 8:00:00,24.39,34.00,7.65,558.00,379.00,7.61,70.30,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2005Oct03,TAPRShiner2005Oct03,5,BEGINNING,12/30/1899 8:00:00,25.79,34.00,6.94,358.00,536.00,7.23,62.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2007Sep09,TAPRShiner2007Sep09,1,BEGINNING,12/30/1899 8:00:00,26.89,27.00,7.23,248.00,382.00,-999.00,12.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2007Sep09,TAPRShiner2007Sep09,2,BEGINNING,12/30/1899 8:00:00,26.50,27.00,7.75,220.00,334.00,11.18,9.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2007Sep09,TAPRShiner2007Sep09,3,BEGINNING,12/30/1899 8:00:00,25.50,27.00,7.46,356.00,529.00,6.69,17.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2007Sep09,TAPRShiner2007Sep09,4,BEGINNING,12/30/1899 8:00:00,27.89,27.00,7.96,200.00,302.00,10.60,33.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,1,BEGINNING,12/30/1899 8:00:00,24.00,24.00,8.18,530.00,493.00,6.08,7.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,2,BEGINNING,12/30/1899 8:00:00,22.10,24.00,8.05,554.00,528.00,7.50,12.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,3,BEGINNING,12/30/1899 8:00:00,25.29,24.00,7.78,406.00,409.50,6.18,15.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,4,BEGINNING,12/30/1899 8:00:00,25.29,24.00,8.10,567.00,568.00,7.98,22.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2008Sep07,TAPRShiner2008Sep07,5,BEGINNING,12/30/1899 8:00:00,23.20,24.00,7.50,573.00,554.00,7.50,33.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,1,BEGINNING,12/30/1899 8:00:00,19.60,19.00,8.00,465.30,427.90,7.67,19.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,2,BEGINNING,12/30/1899 8:00:00,19.39,19.00,7.78,468.30,429.00,7.19,18.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,3,BEGINNING,12/30/1899 8:00:00,20.00,19.00,7.84,453.50,419.10,-999.00,15.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,4,BEGINNING,12/30/1899 8:00:00,19.00,19.00,7.96,474.00,431.10,-999.00,18.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2009Sep08,TAPRShiner2009Sep08,5,BEGINNING,12/30/1899 8:00:00,19.00,19.00,7.86,464.70,422.10,-999.00,22.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,1,BEGINNING,12/30/1899 8:00:00,21.89,24.00,7.92,463.90,436.40,5.28,17.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,2,BEGINNING,12/30/1899 8:00:00,22.20,25.00,7.67,491.60,464.80,4.77,19.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,3,BEGINNING,12/30/1899 8:00:00,20.79,26.00,7.13,515.80,474.40,1.70,52.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,TAPRShiner2015Aug30,TAPRShiner2015Sep02,4,BEGINNING,12/30/1899 8:00:00,20.79,27.00,7.84,492.50,452.80,5.45,22.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner05middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,1,BEGINNING,12/30/1899 8:00:00,15.89,15.00,7.59,-999.00,273.00,7.55,7.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,1,BEGINNING,12/30/1899 8:00:00,16.70,21.00,-999.00,-999.00,-999.00,8.50,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,2,BEGINNING,12/30/1899 8:00:00,15.80,21.00,-999.00,-999.00,-999.00,8.40,75.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,3,BEGINNING,12/30/1899 8:00:00,18.00,21.00,-999.00,-999.00,-999.00,5.63,90.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,4,BEGINNING,12/30/1899 8:00:00,17.50,22.00,-999.00,-999.00,-999.00,9.05,72.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2001Aug28,TAPRShiner2001Oct12,5,BEGINNING,12/30/1899 8:00:00,17.39,22.00,-999.00,-999.00,-999.00,6.17,81.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,1,BEGINNING,12/30/1899 8:00:00,16.60,14.00,7.55,-999.00,410.00,6.82,13.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,2,BEGINNING,12/30/1899 8:00:00,15.80,13.00,7.90,-999.00,316.00,7.01,13.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,3,BEGINNING,12/30/1899 8:00:00,16.70,14.00,7.46,-999.00,325.00,5.50,17.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,4,BEGINNING,12/30/1899 8:00:00,16.60,15.00,7.42,-999.00,334.00,5.59,17.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2002Sep30,TAPRShiner2002Oct04,5,BEGINNING,12/30/1899 8:00:00,18.39,13.00,7.38,-999.00,433.00,5.01,25.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,1,BEGINNING,12/30/1899 8:00:00,21.70,29.00,7.71,523.00,489.00,6.96,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,2,BEGINNING,12/30/1899 8:00:00,21.70,29.00,7.53,522.00,489.00,7.28,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,3,BEGINNING,12/30/1899 8:00:00,21.79,29.00,7.61,522.00,489.00,7.26,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,4,BEGINNING,12/30/1899 8:00:00,21.60,29.00,7.65,522.00,488.00,7.09,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2003Oct06,TAPRShiner2003Oct09,5,BEGINNING,12/30/1899 8:00:00,21.50,29.00,7.63,518.00,-999.00,7.09,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,1,BEGINNING,12/30/1899 8:00:00,16.50,17.00,7.84,421.00,363.00,5.40,8.39,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,2,BEGINNING,12/30/1899 8:00:00,16.70,17.00,7.86,418.00,352.00,6.07,10.19,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,3,BEGINNING,12/30/1899 8:00:00,16.79,17.00,7.86,415.00,350.00,5.88,10.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,4,BEGINNING,12/30/1899 8:00:00,16.60,17.00,7.88,392.00,329.00,6.23,13.39,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,5,BEGINNING,12/30/1899 8:00:00,17.20,18.00,7.75,504.00,429.00,5.36,22.79,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,1,BEGINNING,12/30/1899 8:00:00,20.20,23.00,7.19,507.00,366.00,4.09,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,2,BEGINNING,12/30/1899 8:00:00,20.39,23.00,7.51,512.00,370.00,6.30,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,3,BEGINNING,12/30/1899 8:00:00,20.20,23.00,7.59,488.00,353.00,4.65,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,4,BEGINNING,12/30/1899 8:00:00,20.00,23.00,7.63,504.00,365.00,5.80,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,5,BEGINNING,12/30/1899 8:00:00,20.00,23.00,7.38,501.00,364.00,4.05,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,1,BEGINNING,12/30/1899 8:00:00,16.20,20.00,7.03,519.00,395.40,3.95,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,2,BEGINNING,12/30/1899 8:00:00,17.00,21.00,6.90,546.00,413.30,3.20,76.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,3,BEGINNING,12/30/1899 8:00:00,17.29,21.00,7.15,539.00,407.70,1.90,62.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,4,BEGINNING,12/30/1899 8:00:00,17.50,21.00,7.30,426.00,319.90,1.94,57.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2007Sep09,TAPRShiner2007Sep13,5,BEGINNING,12/30/1899 8:00:00,17.29,21.00,7.42,507.00,382.30,4.86,17.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,1,BEGINNING,12/30/1899 8:00:00,18.89,20.00,7.63,550.00,481.00,5.75,115.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,2,BEGINNING,12/30/1899 8:00:00,18.70,20.00,7.55,550.00,482.00,6.05,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,3,BEGINNING,12/30/1899 8:00:00,18.60,20.00,7.76,545.00,478.00,5.88,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,4,BEGINNING,12/30/1899 8:00:00,18.79,20.00,7.19,557.00,492.00,4.38,116.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2008Sep07,TAPRShiner2008Sep10,5,BEGINNING,12/30/1899 8:00:00,18.89,20.00,7.48,546.00,482.00,5.65,68.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,1,BEGINNING,12/30/1899 8:00:00,21.60,27.50,7.59,500.00,479.00,6.22,58.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,2,BEGINNING,12/30/1899 8:00:00,21.00,27.50,7.53,508.00,484.00,5.69,58.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,3,BEGINNING,12/30/1899 8:00:00,21.79,27.50,7.65,500.00,479.00,7.46,65.00,metric
