ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,4,3.00,41,0.53,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,5,4.00,60,0.39,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,6,5.00,62,0.46,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,7,6.00,72,0.35,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,8,7.00,78,0.45,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,9,8.00,64,0.44,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,10,9.00,66,0.59,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,11,10.00,63,0.60,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,12,11.00,68,0.53,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,13,12.00,63,0.61,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,14,13.00,53,0.58,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,15,14.00,47,0.51,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,16,15.00,38,0.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,17,16.00,34,0.39,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug30,main,18,17.00,10,0.25,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,1,0.00,0,0.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,2,1.00,30,0.90,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,3,2.00,36,0.39,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,4,3.00,44,0.25,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,5,4.00,54,0.27,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,6,5.00,58,0.58,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,7,6.00,57,0.55,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,8,7.00,63,0.68,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,9,8.00,60,0.40,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,10,9.00,60,0.31,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,11,10.00,66,0.48,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,12,11.00,56,0.51,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,13,12.00,62,0.15,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,14,13.00,48,0.52,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,15,14.00,24,0.62,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,16,15.00,28,0.25,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,main,17,15.80,0,0.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,1,0.00,0,0.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,2,1.00,62,0.25,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,3,2.00,82,0.30,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,4,3.00,100,0.32,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,5,4.00,102,0.37,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,6,5.00,114,0.36,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,7,6.00,116,0.39,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,8,7.00,116,0.41,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,9,8.00,98,0.10,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,10,9.00,96,0.26,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,11,10.00,90,0.42,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,12,11.00,84,0.36,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,13,12.00,79,0.42,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,14,13.00,56,0.41,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,15,14.00,50,0.32,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,16,15.00,36,0.46,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,17,16.00,32,0.32,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,18,17.00,33,0.23,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,19,18.00,30,0.20,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul27,main,20,18.50,16,0.03,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,1,0.00,0,0.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,2,1.00,38,0.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,3,2.00,46,0.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,4,3.00,48,0.69,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,5,4.00,54,0.71,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,6,5.00,64,0.73,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,7,6.00,68,0.74,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,8,7.00,70,0.82,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,9,8.00,58,0.82,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,10,9.00,73,0.81,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,11,10.00,80,0.62,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,12,11.00,74,0.76,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,13,12.00,70,0.63,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,14,13.00,66,0.70,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,15,14.00,50,0.57,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,16,15.00,30,0.44,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul28,main,17,16.00,18,0.29,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,1,0.00,0,0.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,2,1.00,30,0.44,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,3,2.00,42,0.47,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,4,3.00,61,0.48,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,5,4.00,60,0.44,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,6,5.00,76,0.32,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,7,6.00,66,0.49,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,8,7.00,59,0.57,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,9,8.00,58,0.69,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,10,9.00,62,0.54,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,11,10.00,62,0.61,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,12,11.00,54,0.58,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,13,12.00,46,0.66,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,14,13.00,43,0.63,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,15,14.00,33,0.45,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,16,15.00,35,0.28,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul24,main,17,16.00,24,0.03,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,1,0.00,0,0.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,2,2.00,49,0.62,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,3,4.00,64,0.15,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,4,6.00,66,0.48,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,5,8.00,68,0.27,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,6,10.00,54,0.54,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,7,12.00,30,0.23,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul25,main,8,14.00,27,0.15,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,1,0.00,0,0.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,2,1.00,34,0.20,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,3,2.00,45,0.53,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,4,3.00,66,0.25,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,5,4.00,74,0.40,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,6,5.00,72,0.56,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,7,6.00,62,0.55,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,8,7.00,73,0.42,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,9,8.00,65,0.45,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,10,9.00,68,0.41,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,11,10.00,66,0.55,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,12,11.00,66,0.53,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,13,12.00,50,0.62,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,14,13.00,46,0.33,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,15,14.00,41,0.29,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,16,15.00,37,0.15,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2019Jul29,OZRSSprngs2019Jul31,main,17,16.00,37,0.02,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,1,0.00,0,0.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,2,1.00,38,0.53,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,3,2.00,42,0.35,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,4,3.00,56,0.49,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,5,4.00,58,0.59,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,6,5.00,54,0.44,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,7,6.00,68,0.56,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,8,7.00,66,0.43,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,9,8.00,64,0.45,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,10,9.00,62,0.48,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,11,10.00,76,0.38,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,12,11.00,76,0.47,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,13,12.00,72,0.41,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,14,13.00,66,0.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,15,14.00,52,0.39,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,16,15.00,32,0.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,17,16.00,20,0.51,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,main,18,17.00,2,0.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,1,0.00,0,0.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,2,1.00,32,0.12,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,3,2.00,34,0.32,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,4,3.00,40,0.34,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,5,4.00,46,0.46,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,6,5.00,52,0.53,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,7,6.00,62,0.49,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,8,7.00,68,0.55,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,9,8.00,68,0.62,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,10,9.00,66,0.49,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,11,10.00,66,0.43,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,12,11.00,54,0.53,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,13,12.00,62,0.36,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,14,13.00,64,0.50,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,15,14.00,60,0.46,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,16,15.00,42,0.20,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,17,16.00,28,0.38,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,main,18,17.00,4,0.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE04,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul25,main,1,0.00,0,0.00,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE04,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul25,main,2,1.00,14,0.03,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE04,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul25,main,3,2.00,18,0.05,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE04,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul25,main,4,3.00,30,0.03,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE04,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul25,main,5,4.00,40,0.38,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE04,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul25,main,6,5.00,42,0.39,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE04,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul25,main,7,6.00,34,0.09,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE04,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul25,main,8,7.00,32,0.07,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE04,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul25,main,9,8.00,50,0.49,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE04,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul25,main,10,9.00,60,0.23,
